Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Gerasimova D.,"Gerasimova, Daria (57192558862)",57192558862,Argument-Based Approach to Validity: Developing a Living Document and Incorporating Preregistration,2024,Journal of Educational Measurement,61,2,,252,273,21,0,10.1111/jedm.12385,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195096718&doi=10.1111%2fjedm.12385&partnerID=40&md5=0f53369e23a451fc5d466f2d1e51cdd4,"I propose two practical advances to the argument-based approach to validity: developing a living document and incorporating preregistration. First, I present a potential structure for the living document that includes an up-to-date summary of the validity argument. As the validation process may span across multiple studies, the living document allows future users of the instrument to access the entire validity argument in one place. Second, I describe how preregistration can be incorporated in the argument-based approach. Specifically, I distinguish between two types of preregistration: preregistration of the argument and preregistration of validation studies. Preregistration of the argument is a single preregistration that is specified for the entire validation process. Here, the developer specifies interpretations, uses, and claims before collecting validity evidence. Preregistration of a validation study refers to preregistering a single validation study that aims to evaluate a set of claims. Here, the developer describes study components (e.g., research design, data collection, data analysis, etc.), before collecting data. Both preregistration types have the potential to reduce the risk of bias (e.g., hindsight and confirmation biases), as well as to allow others to evaluate the risk of bias and, hence, calibrate confidence, in the developer's evaluation of the validity argument. © 2024 by the National Council on Measurement in Education.",,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85195096718
Fu J.; Tan X.; Kyllonen P.C.,"Fu, Jianbin (57205675462); Tan, Xuan (58667903100); Kyllonen, Patrick C. (6602515483)",57205675462; 58667903100; 6602515483,Information Functions of Rank-2PL Models for Forced-Choice Questionnaires,2024,Journal of Educational Measurement,61,1,,125,149,24,0,10.1111/jedm.12379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175099272&doi=10.1111%2fjedm.12379&partnerID=40&md5=d1e3f9c39fcb9c5468beb8dee15d6100,"This paper presents the item and test information functions of the Rank two-parameter logistic models (Rank-2PLM) for items with two (pair) and three (triplet) statements in forced-choice questionnaires. The Rank-2PLM model for pairs is the MUPP-2PLM (Multi-Unidimensional Pairwise Preference) and, for triplets, is the Triplet-2PLM. Fisher's information and directional information are described, and the test information for Maximum Likelihood (ML), Maximum A Posterior (MAP), and Expected A Posterior (EAP) trait score estimates is distinguished. Expected item/test information indexes at various levels are proposed and plotted to provide diagnostic information on items and tests. The expected test information indexes for EAP scores may be difficult to compute due to a typical test's vast number of item response patterns. The relationships of item/test information with discrimination parameters of statements, standard error, and reliability estimates of trait score estimates are discussed and demonstrated using real data. Practical suggestions for checking the various expected item/test information indexes and plots are provided. © 2023 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85175099272
Castellano K.E.; McCaffrey D.F.; Lockwood J.R.,"Castellano, Katherine E. (55633157900); McCaffrey, Daniel F. (7005049755); Lockwood, J.R. (7102841578)",55633157900; 7005049755; 7102841578,An Exploration of an Improved Aggregate Student Growth Measure Using Data from Two States,2023,Journal of Educational Measurement,60,2,,173,201,28,0,10.1111/jedm.12354,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147370896&doi=10.1111%2fjedm.12354&partnerID=40&md5=6dbf9c81ff4927da29a2aac4ee527f76,"The simple average of student growth scores is often used in accountability systems, but it can be problematic for decision making. When computed using a small/moderate number of students, it can be sensitive to the sample, resulting in inaccurate representations of growth of the students, low year-to-year stability, and inequities for low-incidence groups. An alternative designed to address these issues is to use an Empirical Best Linear Prediction (EBLP), which is a weighted average of growth score data from other years and/or subjects. We apply both approaches to two statewide datasets to answer empirical questions about their performance. The EBLP outperforms the simple average in accuracy and cross-year stability with the exception that accuracy was not necessarily improved for very large districts in one of the states. In such exceptions, we show a beneficial alternative may be to use a hybrid approach in which very large districts receive the simple average and all others receive the EBLP. We find that adding more growth score data to the computation of the EBLP can improve accuracy, but not necessarily for larger schools/districts. We review key decision points in aggregate growth reporting and in specifying an EBLP weighted average in practice. © 2023 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85147370896
Baldwin P.; Clauser B.E.,"Baldwin, Peter (34867881100); Clauser, Brian E. (7003595460)",34867881100; 7003595460,Historical Perspectives on Score Comparability Issues Raised by Innovations in Testing,2022,Journal of Educational Measurement,59,2,,140,160,20,4,10.1111/jedm.12318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129722485&doi=10.1111%2fjedm.12318&partnerID=40&md5=9ad8500b4c0c053f6f7e9e5ccbd70a33,"While score comparability across test forms typically relies on common (or randomly equivalent) examinees or items, innovations in item formats, test delivery, and efforts to extend the range of score interpretation may require a special data collection before examinees or items can be used in this way—or may be incompatible with common examinee or item designs altogether. When comparisons are necessary under these nonroutine conditions, forms still must be connected by something and this article focuses on these form-invariant connective somethings. A conceptual framework for thinking about the problem of score comparability in this way is given followed by a description of three classes of connectives. Examples from the history of innovations in testing are given for each class. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85129722485
Huggins-Manley C.; Raborn A.W.; Jones P.K.; Myers T.,"Huggins-Manley, Corinne (57657610600); Raborn, Anthony W. (57193504520); Jones, Peggy K. (59123588400); Myers, Ted (57224971189)",57657610600; 57193504520; 59123588400; 57224971189,A Nonparametric Composite Group DIF Index for Focal Groups Stemming from Multicategorical Variables,2024,Journal of Educational Measurement,,,,,,,0,10.1111/jedm.12394,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192825724&doi=10.1111%2fjedm.12394&partnerID=40&md5=0f6aea1b7bb98c442bbdbc33a990e0ad,"The purpose of this study is to develop a nonparametric DIF method that (a) compares focal groups directly to the composite group that will be used to develop the reported test score scale, and (b) allows practitioners to explore for DIF related to focal groups stemming from multicategorical variables that constitute a small proportion of the overall testing population. We propose the nonparametric root expected proportion squared difference (REPSD) index that evaluates the statistical significance of composite group DIF for relatively small focal groups stemming from multicategorical focal variables, with decisions of statistical significance based on quasi-exact p values obtained from Monte Carlo permutations of the DIF statistic under the null distribution. We conduct a simulation to evaluate conditions under which the index produces acceptable Type I error and power rates, as well as an application to a school district assessment. Practitioners can calculate the REPSD index in a freely available package we created in the R environment. © 2024 by the National Council on Measurement in Education.",,,Article,Article in press,,Scopus,2-s2.0-85192825724
Deribo T.; Kroehne U.; Goldhammer F.,"Deribo, Tobias (57219188156); Kroehne, Ulf (55849736300); Goldhammer, Frank (9274883100)",57219188156; 55849736300; 9274883100,Model-Based Treatment of Rapid Guessing,2021,Journal of Educational Measurement,58,2,,281,303,22,21,10.1111/jedm.12290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105793358&doi=10.1111%2fjedm.12290&partnerID=40&md5=2c4f0b8ce682de6362de7888c3f5e4d5,"The increased availability of time-related information as a result of computer-based assessment has enabled new ways to measure test-taking engagement. One of these ways is to distinguish between solution and rapid guessing behavior. Prior research has recommended response-level filtering to deal with rapid guessing. Response-level filtering can lead to parameter bias if rapid guessing depends on the measured trait or (un-)observed covariates. Therefore, a model based on Mislevy and Wu (1996) was applied to investigate the assumption of ignorable missing data underlying response-level filtering. The model allowed us to investigate different approaches to treating response-level filtered responses in a single framework through model parameterization. The study found that lower-ability test-takers tend to rapidly guess more frequently and are more likely to be unable to solve an item they guessed on, indicating a violation of the assumption of ignorable missing data underlying response-level filtering. Further ability estimation seemed sensitive to different approaches to treating response-level filtered responses. Moreover, model-based approaches exhibited better model fit and higher convergent validity evidence compared to more naïve treatments of rapid guessing. The results illustrate the need to thoroughly investigate the assumptions underlying specific treatments of rapid guessing as well as the need for robust methods. © 2021 by the National Council on Measurement in Education",,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85105793358
Yuan L.; Huang Y.; Li S.; Chen P.,"Yuan, Lu (57209690044); Huang, Yingshi (57216828276); Li, Shuhang (58003594500); Chen, Ping (56975615100)",57209690044; 57216828276; 58003594500; 56975615100,Online Calibration in Multidimensional Computerized Adaptive Testing with Polytomously Scored Items,2023,Journal of Educational Measurement,60,3,,476,500,24,0,10.1111/jedm.12353,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143906001&doi=10.1111%2fjedm.12353&partnerID=40&md5=3c9bae82ab7573df11f48bb857bfab12,"Online calibration is a key technology for item calibration in computerized adaptive testing (CAT) and has been widely used in various forms of CAT, including unidimensional CAT, multidimensional CAT (MCAT), CAT with polytomously scored items, and cognitive diagnostic CAT. However, as multidimensional and polytomous assessment data become more common, only a few published reports focus on online calibration in MCAT with polytomously scored items (P-MCAT). Therefore, standing on the shoulders of the existing online calibration methods/designs, this study proposes four new P-MCAT online calibration methods and two new P-MCAT online calibration designs and conducts two simulation studies to evaluate their performance under varying conditions (i.e., different calibration sample sizes and correlations between dimensions). Results show that all of the newly proposed methods can accurately recover item parameters, and the adaptive designs outperform the random design in most cases. In the end, this paper provides practical guidance based on simulation results. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85143906001
Gong T.; Shuai L.; Mislevy R.J.,"Gong, Tao (35177507200); Shuai, Lan (55078175800); Mislevy, Robert J. (6701800690)",35177507200; 55078175800; 6701800690,Sociocognitive Processes and Item Response Models: A Didactic Example,2024,Journal of Educational Measurement,61,1,,150,173,23,1,10.1111/jedm.12376,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171289534&doi=10.1111%2fjedm.12376&partnerID=40&md5=0efb057277c2e5cb54a71d9020583070,"The usual interpretation of the person and task variables in between-persons measurement models such as item response theory (IRT) is as attributes of persons and tasks, respectively. They can be viewed instead as ensemble descriptors of patterns of interactions among persons and situations that arise from sociocognitive complex adaptive system (CASs). This view offers insights for interpreting and using between-persons measurement models and connecting with sociocognitive research. In this article, we use data generated from an agent-based model to illustrate relations between “social” and “cognitive” features of a simple underlying CAS and the variables of an IRT model fit to resulting data. We note how the ideas connect to explanatory item response modeling and briefly comment on implications for score interpretations and uses in practice. © 2023 by the National Council on Measurement in Education.",,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85171289534
Park S.; Kim K.Y.; Lee W.-C.,"Park, Seohee (57218993787); Kim, Kyung Yong (57205130600); Lee, Won-Chan (57203094500)",57218993787; 57205130600; 57203094500,Estimating Classification Accuracy and Consistency Indices for Multiple Measures with the Simple Structure MIRT Model,2023,Journal of Educational Measurement,60,1,,106,125,19,1,10.1111/jedm.12338,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132587863&doi=10.1111%2fjedm.12338&partnerID=40&md5=588de3cf3763adced5f6eb6734c7b025,"Multiple measures, such as multiple content domains or multiple types of performance, are used in various testing programs to classify examinees for screening or selection. Despite the popular usages of multiple measures, there is little research on classification consistency and accuracy of multiple measures. Accordingly, this study introduces an approach to estimate classification consistency and accuracy indices for multiple measures under four possible decision rules: (1) complementary, (2) conjunctive, (3) compensatory, and (4) pairwise combinations of the three. The current study uses the IRT-recursive-based approach with the simple-structure multidimensional IRT model (SS-MIRT) to estimate the classification consistency and accuracy for multiple measures. Theoretical formulations of the four decision rules with a binary decision (Pass/Fail) are presented. The estimation procedures are illustrated using an empirical data example based on SS-MIRT. In addition, this study applies the estimation procedures to the unidimensional IRT (UIRT) context, considering that UIRT is practically used more. This application shows that the proposed procedure of classification consistency and accuracy could be used with a UIRT model for individual measures as an alternative method of SS-MIRT. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85132587863
Lim H.; Choe E.M.,"Lim, Hwanggyu (57216896756); Choe, Edison M. (57197771137)",57216896756; 57197771137,Detecting Differential Item Functioning in CAT Using IRT Residual DIF Approach,2023,Journal of Educational Measurement,60,4,,626,650,24,0,10.1111/jedm.12366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154060275&doi=10.1111%2fjedm.12366&partnerID=40&md5=8cf513ad3a8280f6a7ee9f2ac3d55707,"The residual differential item functioning (RDIF) detection framework was developed recently under a linear testing context. To explore the potential application of this framework to computerized adaptive testing (CAT), the present study investigated the utility of the RDIFR statistic both as an index for detecting uniform DIF of pretest items in CAT and as a direct measure of the effect size of uniform DIF. Extensive CAT simulations revealed RDIFR to have well-controlled Type I error and slightly higher power to detect uniform DIF compared with CATSIB, especially when pretest items were calibrated using fixed-item parameter calibration. Moreover, RDIFR accurately estimated the amount of uniform DIF irrespective of the presence of impact. Therefore, RDIFR demonstrates its potential as a useful tool for evaluating both the statistical and practical significance of uniform DIF in CAT. © 2023 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85154060275
Ranger J.; Kuhn J.-T.; Wolgast A.,"Ranger, Jochen (37049459900); Kuhn, Jörg-Tobias (7201531071); Wolgast, Anett (24478136600)",37049459900; 7201531071; 24478136600,Robust Estimation of Ability and Mental Speed Employing the Hierarchical Model for Responses and Response Times,2021,Journal of Educational Measurement,58,3,,308,334,26,2,10.1111/jedm.12284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092512634&doi=10.1111%2fjedm.12284&partnerID=40&md5=fd97b927f5a1ff62715cf2ef036c2de5,"Van der Linden's hierarchical model for responses and response times can be used in order to infer the ability and mental speed of test takers from their responses and response times in an educational test. A standard approach for this is maximum likelihood estimation. In real-world applications, the data of some test takers might be partly irregular, resulting from rapid guessing or item preknowledge. The maximum likelihood estimator is not robust against contamination with irregular data. In this article, we propose a robust estimator of ability and mental speed. The estimator consists of two steps. In the first step, the mental speed is estimated with the estimator of Gervini and Yohai that ignores outlying response times. In the second step, the ability is estimated with an M-estimator that down weights unusual responses given at unusual response times. This is achieved by combining the hard-rejection weights of Gervini and Yohai with the M-estimator suggested by Croux and Haesbroeck for the logistic regression model. The proposed estimator is consistent, almost as efficient as the maximum likelihood estimator in uncontaminated data and robust in contaminated data. The performance of the estimator is analyzed in a simulation study and an empirical example. © 2020 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85092512634
