"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Norcini J.J.; Lipner R.S.; Langdon L.O.; Strecker C.A.","Norcini, John J. (7006095771); Lipner, Rebecca S. (6603181536); Langdon, Lynn O. (7003564908); Strecker, Carolyn A. (57191232083)","7006095771; 6603181536; 7003564908; 57191232083","A Comparison of Three Variations on a Standard‐Setting Method","1987","Journal of Educational Measurement","24","1","","56","64","8","49","10.1111/j.1745-3984.1987.tb00261.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988091022&doi=10.1111%2fj.1745-3984.1987.tb00261.x&partnerID=40&md5=29d4beb86ee2cbb01d1a15d803d0c9f3","The purpose of this study was to determine whether two variations on the typical Angoff group standard‐setting process would produce sufficiently consistent results to recommend their use. Judgments obtained from a group of experts during a meeting were compared with judgments gathered from the same group before and after the meeting. The results indicate that differences between passing scores obtained with the three variations are relatively small, but those gathered before the meeting were less consistent than ratings gathered during and after the meeting. These results imply that judgments gathered after an initial traditional group‐process session can provide an efficient alternative mechanism for setting cutting scores using the Angoff method. This research was supported by The American Board of Internal Medicine, but does not necessarily reflect its opinions or policies. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988091022"
"Raven J.","Raven, John (7103305535)","7103305535","The Raven Progressive Matrices: A Review of National Norming Studies and Ethnic and Socioeconomic Variation Within the United States","1989","Journal of Educational Measurement","26","1","","1","16","15","118","10.1111/j.1745-3984.1989.tb00314.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032069726&doi=10.1111%2fj.1745-3984.1989.tb00314.x&partnerID=40&md5=3b84c651dbd370bd843afbce344fa4f5","In this paper, some recent results relating to the stability o f scores on the Raven Progressive Matrices Test for different subgroups within and between the United Kingdom, the United States, and other Western societies are summarised. Subsequent sections deal with variation over time. A possible explanation for the variation in norms over time and between ethnic groups within the United States is offered. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85032069726"
"Haertel E.H.","Haertel, Edward H. (6602745554)","6602745554","Using Restricted Latent Class Models to Map the Skill Structure of Achievement Items","1989","Journal of Educational Measurement","26","4","","301","321","20","301","10.1111/j.1745-3984.1989.tb00336.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988128977&doi=10.1111%2fj.1745-3984.1989.tb00336.x&partnerID=40&md5=8b413cad99f80d04640a62045d652cf1","This paper presents a new method for using certain restricted latent class models, referred to as binary skills models, to determine the skills required by a set o f test items. The method is applied to reading achievement data from a nationally representative sample o f fourth‐grade students and offers useful perspectives on test structure and examinee ability, distinct from those provided by other methods o f analysis. Models fitted to small, overlapping sets o f items are integrated into a common skill map, and the nature o f each skill is then inferred from the characteristics o f the items for which it is required. The reading comprehension items examined conform closely to a unidimensional scale with six discrete skill levels that range from an inability to comprehend or match isolated words in a reading passage to the abilities required to integrate passage content with general knowledge and to recognize the main ideas o f the most difficult passages on the test. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988128977"
"Zeidner M.","Zeidner, Moshe (7004524025)","7004524025","Sociocultural Differences in Examinees' Attitudes Toward Scholastic Ability Exams","1988","Journal of Educational Measurement","25","1","","67","76","9","6","10.1111/j.1745-3984.1988.tb00292.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988119915&doi=10.1111%2fj.1745-3984.1988.tb00292.x&partnerID=40&md5=698fe4dbb2d9407612c5b74280dbf5a0","The major aim of the present study was threefold: (a) to compare the test attitudes and perceptions o f examinees of varying sociocultural group membership toward verbal and nonverbal standardized ability tests; (b) to determine the degree of covariation between test attitudes and test scores; and (c) to delineate the properties and potential applications of a test attitude or feedback inventory specifically designed to assess examinees’ perceptions of key situational variables in the test context. The feedback inventory was administered to a sample of 259 seventh grade students in Israel immediately following standardized group scholastic ability testing procedures. On the whole, few meaningful group differences in test attitudes were observed by social class, ethnicity, or sex. However, a nonverbal test was generally rated more favorably than a verbal test, among varying sociocultural and sex subgroups. Considered together, test attitude scales share a meaningful proportion o f variance with the test score on both verbal and nonverbal tests. However, in view o f the negligible ethnic and social class differences in test attitudes and the nonsignificant interaction between test attitudes and background variables, the data provide little support for the situational bias claim Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988119915"
"Wilcox R.R.","Wilcox, Rand R. (7202527113)","7202527113","Confidence Intervals for True Scores Under an Answer‐Until‐Correct Scoring Procedure","1987","Journal of Educational Measurement","24","3","","263","269","6","0","10.1111/j.1745-3984.1987.tb00279.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988053789&doi=10.1111%2fj.1745-3984.1987.tb00279.x&partnerID=40&md5=712c4e4d5f59727396c3f8fe055fbba6","Under an answer‐until‐correct scoring procedure, many measurement problems can be solved when certain cognitive models of examinee behavior can be assumed (Wilcox, 1983). Point estimates of true score under these models are available, but the problem of obtaining a confidence interval has never been addressed. Two simple methods for obtaining a confidence interval are suggested that give good results when the sample size is reasonably large, say, greater than or equal to 20, and when true score is not too close to zero or one. A third procedure is suggested that can also be used to get slightly better results where again the sample size is assumed to be reasonably large and true score is not too close to zero or one. For small sample sizes or situations where true score is close to zero or one, a fourth procedure is described that always gives conservative results. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988053789"
"Sehmitt A.P.","Sehmitt, Alieia P. (57191231584)","57191231584","Language and Cultural Characteristics That Explain Differential Item Functioning for Hispanic Examinees on the Scholastic Aptitude Test","1988","Journal of Educational Measurement","25","1","","1","13","12","27","10.1111/j.1745-3984.1988.tb00287.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988053669&doi=10.1111%2fj.1745-3984.1988.tb00287.x&partnerID=40&md5=1c5a2ceb624adbb96c50bdc71f2906f4","The standardization methodology was used to help identify item characteristics that might explain differential item functioning among Hispanics on the Scholastic Aptitude Test. Results indicated that true cognates or words with a common root in English and Spanish and content of special interest for Hispanics seemed to help Hispanics performance. Limited occurrence of false cognates (words that appear to be cognates but have different meanings in both languages) and of homographs (words that are spelled alike but have different meanings in English) restricted their evaluation. Nevertheless, examination of items with false cognates or homographs gave some evidence indicating that their occurrence might make items unexpectedly more difficult for Hispanic examinees Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988053669"
"I‐leaning G.","I‐leaning, Grant (57191232238)","57191232238","Does the Rasch Model Really Work for Multiple‐Choice Items? Take Another Look: A Response to Divgi","1989","Journal of Educational Measurement","26","1","","91","97","6","7","10.1111/j.1745-3984.1989.tb00321.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988119874&doi=10.1111%2fj.1745-3984.1989.tb00321.x&partnerID=40&md5=32b9621b2ebe5505e272f7e27caba523","Divgi's (1986) study concludes, largely on the basis of a proposed test o f fit that is designed to be more powerful than Wright and Panchapakesan's (I 969) test, that the Rasch model is never appropriate for use with multiple‐choice type test items. This paper is an attempt to refute the conclusions of Divgi's study. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988119874"
"Stanley J.C.","Stanley, Julian C. (7402185684)","7402185684","Note About Possible Bias Resulting When Under‐Statisticized Studies are Excluded from Meta‐Analyses","1987","Journal of Educational Measurement","24","1","","72","76","4","2","10.1111/j.1745-3984.1987.tb00263.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988057862&doi=10.1111%2fj.1745-3984.1987.tb00263.x&partnerID=40&md5=e8217dc99fe6fe359d7949c6c9d9679a","Reviews and meta‐analyses of research on a given topic may exclude' a sizable percentage of reports because they do not lend themselves to the type of summarizing procedures used. If the excluded articles contain relevant information, this may bias the conclusions of the analysis. It seems likely that, when computing statistics from their data, researchers will need to consider this aspect. A simple illustration of how that can sometimes be done readily is presented. A robust correlation coefficient easily computable from published data is shown to indicate a sizable relationship that is contrary to the main conclusion of a meta‐analysis. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988057862"
"Kolen M.J.","Kolen, Michael J. (6603925839)","6603925839","Defining Score Scales in Relation to Measurement Error","1988","Journal of Educational Measurement","25","2","","97","110","13","16","10.1111/j.1745-3984.1988.tb00295.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002695333&doi=10.1111%2fj.1745-3984.1988.tb00295.x&partnerID=40&md5=8e95b33edd3ee28c421d166382696dbb","Scale scores for educational tests can be made more interpretable by incorporating score precision information at the time the score scale is established. Methods for incorporating this information are examined that are applicable to testing situations with number‐correct scoring. Both linear and nonlinear methods are described. These methods can be used to construct score scales that discourage the overinterpretation of small differences in scores. The application of the nonlinear methods also results in scale scores that have nearly equal error variability along the score scale and that possess the property that adding a specified number of points to and subtracting the same number of points from any examinee's scale score produces an approximate two‐sided confidence interval with a specified coverage. These nonlinear methods use an arcsine transformation to stabilize measurement error variance for transformed scores. The methods are compared through the use of illustrative examples. The effect of rounding on measurement error variability is also considered and illustrated using stanines Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-0002695333"
"Smith R.L.; Smith J.K.","Smith, Robert L. (58263685800); Smith, Jeffrey K. (15047002900)","58263685800; 15047002900","Differential Use of Item Information by Judges Using Angoff and Nedeisky Procedures","1988","Journal of Educational Measurement","25","4","","259","274","15","35","10.1111/j.1745-3984.1988.tb00307.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988053716&doi=10.1111%2fj.1745-3984.1988.tb00307.x&partnerID=40&md5=8ee3d713fb769902debb0089f824e5cd","Competency examinations in a variety of domains require setting a minimum standard of performance. This study examines the issue of whether judges using the two most popular methods for setting cut scores (Angoff and Nedelsky methods) use different sources of information when making their judgments. Thirty‐one judges were assigned randomly to the two methods to set cut scores for a high school graduation test in reading comprehension. These ratings were then related to characteristics of the items as well as to empirically obtained p values. Results indicate that judges using the Angoff method use a wider variety of information and yield estimates closer to the actual p values. The characteristics of items used in the study were effective predictors of judges’ ratings, but were far less effective in predicting p values Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988053716"
"Rowley G.L.","Rowley, Glenn L. (7006131497)","7006131497","Assessing Error in Behavioral Data: Problems of Sequencing","1989","Journal of Educational Measurement","26","3","","273","284","11","4","10.1111/j.1745-3984.1989.tb00333.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988104036&doi=10.1111%2fj.1745-3984.1989.tb00333.x&partnerID=40&md5=3fec88751de22818d8a3f96bac10ceff","Both classical test theory and generalizability theory focus on measurement error as a group property. Thus, common estimates o f errors o f measurement are developed for all members o f a group. But with behavioral data, unlike specifically test data, it is sometimes possible to estimate error separately for each individual. This enables one to ask questions about the relationships between error o f measurement and other characteristics o f the individual. Consequently, it also makes possible the use of regression techniques to call upon group data to improve the estimates o f individual measurement error. The focus on the individual also lays bare the possibility o f sequencing effects, and it is shown that, even in the absence o f trend, autocorrelation can cause standard procedures to grossly underestimate the magnitude o f measurement error. Classroom observation data are examined for autocorrelation, and recommendations are made about the scheduling o f data collection so as to minimize its effects. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988104036"
"Millman J.; Westman R.S.","Millman, Jason (25954577400); Westman, Ronald S. (57225235039)","25954577400; 57225235039","Computer‐Assisted Writing of Achievement Test Items: Toward a Future Technology","1989","Journal of Educational Measurement","26","2","","177","190","13","18","10.1111/j.1745-3984.1989.tb00327.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988090383&doi=10.1111%2fj.1745-3984.1989.tb00327.x&partnerID=40&md5=cb2a01c1b8bdfaee9377fada495eed40","Five appproaches to writing test items with computer assistance are descibed. The authors propose a scheme for modeling knowledge by a set of structures and outline a system for implementing it. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988090383"
"McMorris R.F.; DeMers L.P.; Schwarz S.P.","McMorris, Robert F. (6603270899); DeMers, Lawrence P. (57191235318); Schwarz, Shirley P. (8971962600)","6603270899; 57191235318; 8971962600","Attitudes, Behaviors, and Reasons for Changing Responses Following Answer‐Changing Instruction","1987","Journal of Educational Measurement","24","2","","131","143","12","30","10.1111/j.1745-3984.1987.tb00269.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988073686&doi=10.1111%2fj.1745-3984.1987.tb00269.x&partnerID=40&md5=df284269c917816cc4ad3a7ca6cff891","Contrary to the adage warning against changing test answers, mean gain from changing has been an invariant research finding. Consistency of this gain was tested for students instructed about the research results, and composition of the gain was analyzed by examining the students' reasons for changing. Students in six graduate measurement classes instructed about the answer‐changing literature responded to three exams and a questionnaire. Mean gain remained positive and consistent with gain for previously studied uninstructed groups; amount of change was also stable. “Rethinking the item and conceptualizing a better answer” was the most frequent reason given for changing. “Rereading the item and better understanding the question” was the second most cited reason, followed by “rereading/rethinking” combined, and “making a clerical error.” For each frequently used reason, wrong‐to‐right (WR) changes were in the majority. Implications for research and practice are discussed. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988073686"
"Baglin R.F.","Baglin, Roger F. (57190929399)","57190929399","Group Scores: A Rejoinder to Burket","1988","Journal of Educational Measurement","25","1","","77","79","2","0","10.1111/j.1745-3984.1988.tb00293.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988074930&doi=10.1111%2fj.1745-3984.1988.tb00293.x&partnerID=40&md5=afeea6102bf2c9b36ad4a82a7a29f74d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84988074930"
"BAGLIN R.F.","BAGLIN, ROGER F. (57190929399)","57190929399","A PROBLEM IN CALCULATING GROUP SCORES ON NORM‐REFERENCED TESTS","1986","Journal of Educational Measurement","23","1","","57","58","1","4","10.1111/j.1745-3984.1986.tb00234.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988126183&doi=10.1111%2fj.1745-3984.1986.tb00234.x&partnerID=40&md5=4a81868549e297a58f22ce5f8f942462","Norm‐referenced standardized achievement tests are designed, and commonly used, for obtaining group scores. Various methods are used to calculate and express group scores in terms of common derived scores, such as percent ile ranks. Publishers' scaled scores are ordinarily used in these procedures, with the result that the group scores can possess anomalous characteristics. The group scores can vary widely, depending on not only the measure of central tendency but also the type of derived score employed. A reason for this situation is hypothesized to be the use of inappropriate statistical procedures to develop publishers' scaled scores. Practitioners need to be aware of this problem and to document their procedures when calculating and reporting group scores. Test publishers are urged to avoid the use of scaling procedures that are seen as responsible for this problem. Copyright © 1986, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988126183"
"Mandeville G.K.","Mandeville, Garrett K. (7801432799)","7801432799","School Effectiveness Indices Revisited: Cross‐Year Stability","1988","Journal of Educational Measurement","25","4","","349","356","7","31","10.1111/j.1745-3984.1988.tb00313.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988072911&doi=10.1111%2fj.1745-3984.1988.tb00313.x&partnerID=40&md5=0844d6d78b5db7a90b179aac7242167f","School effectiveness indices (SEIs) based on residuals from regressing test performance onto prior test performance and a socioeconomic status (SES) measure were obtained for 2 consecutive years for 431 elementary schools. The resulting SEIs were found to be reasonably stable year to year, the correlations ranging from. 34 to .66, depending on grade level (1–4) and subject (reading and mathematics). To aid in the identification of the factors that affect the stability of school achievement, correlations of the SEIs across subjects and grade levels were obtained also. It was determined that SEIs reflecting the performance of students at the same grade level were relatively stable, whether the same or different students were involved. However, SEIs reflecting the performance of students at different grade levels were very unstable. This suggests that grade‐within‐school effects dominate whatever global school effects operate in elementary schools. Implications for effective schools research, the design of school recognition/reward programs, and research and measurement specialists in general are discussed Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988072911"
"Wainer H.; Kiely G.L.","Wainer, Howard (7006218234); Kiely, Gerard L. (57191234237)","7006218234; 57191234237","Item Clusters and Computerized Adaptive Testing: A Case for Testlets","1987","Journal of Educational Measurement","24","3","","185","201","16","436","10.1111/j.1745-3984.1987.tb00274.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988141297&doi=10.1111%2fj.1745-3984.1987.tb00274.x&partnerID=40&md5=d45bedc0d88c2b661b4214dcdaff020f","It is observed that many sorts of difficulties may preclude the uneventful construction of tests by a computerized algorithm, such as those currently in favor in Computerized Adaptive Testing (CAT). In this essay we discuss a number of these problems, as well as some possible avenues of solution. We conclude with the development of the “testlet,” a bundle of items that can be arranged either hierarchically or linearly, thus maintaining the efficiency of an adaptive test while keeping the quality control of test construction that is possible currently only with careful expert scrutiny. Performance on the separate testlets is aggregated to yield ability estimates. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988141297"
