"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sax G.; Collet L.S.","Sax, Gilbert (6506196411); Collet, LeVerne S. (56890747100)","6506196411; 56890747100","AN EMPIRICAL COMPARISON OF THE EFFECTS OF RECALL AND MULTIPLE‐CHOICE TESTS ON STUDENT ACHIEVEMENT","1968","Journal of Educational Measurement","5","2","","169","173","4","27","10.1111/j.1745-3984.1968.tb00622.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982333833&doi=10.1111%2fj.1745-3984.1968.tb00622.x&partnerID=40&md5=07e3b54b1a083a5c612697c635eced4e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982333833"
"BAIRD L.L.","BAIRD, LEONARD L. (16427085000)","16427085000","THE PREDICTION OF GRADES IN OCCUPATIONAL AND ACADEMIC CURRICULA IN 2‐YEAR COLLEGES","1969","Journal of Educational Measurement","6","4","","247","254","7","0","10.1111/j.1745-3984.1969.tb00684.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341071&doi=10.1111%2fj.1745-3984.1969.tb00684.x&partnerID=40&md5=649f330b70c77e2fa6df87579f470abc","Test scores and high school grades were correlated with end‐of‐second‐year college grades for 2,707 students in 12 curricular groups at 27 2‐year colleges. Optimally weighted combinations of the aptitude/achievement predictors were found to predict grades for occupational curricula with about the same accuracy as they predict grades in academic criteria. For women, however, the aptitude test scores correlated much less with grades in occupational curricula than with grades in academic curricula. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982341071"
"Levine H.G.; McGuire C.","Levine, Harold G. (7201737735); McGuire, Christine (7006340576)","7201737735; 7006340576","ROLE‐PLAYING AS AN EVALUATIVE TECHNIQUE","1968","Journal of Educational Measurement","5","1","","1","8","7","1","10.1111/j.1745-3984.1968.tb00597.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982340785&doi=10.1111%2fj.1745-3984.1968.tb00597.x&partnerID=40&md5=f16cf3b1803161d0b738665300d7f5a0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982340785"
"HivelyII W.; Patterson H.L.; Page S.H.","HivelyII, Wells (57190710538); Patterson, Harry L. (57190710900); Page, Sara H. (57190708298)","57190710538; 57190710900; 57190708298","A “UNIVERSE‐DEFINED” SYSTEM OF ARITHMETIC ACHIEVEMENT TESTS","1968","Journal of Educational Measurement","5","4","","275","290","15","114","10.1111/j.1745-3984.1968.tb00639.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342721&doi=10.1111%2fj.1745-3984.1968.tb00639.x&partnerID=40&md5=d431ab4755e0894b66ca2b835cb0bf9c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342721"
"Ebbesen J.A.","Ebbesen, James A. (57190709524)","57190709524","KINDERGARTEN TEACHER RANKINGS AS PREDICTORS OF ACADEMIC ACHIEVEMENT IN THE PRIMARY GRADES","1968","Journal of Educational Measurement","5","3","","259","262","3","4","10.1111/j.1745-3984.1968.tb00636.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337626&doi=10.1111%2fj.1745-3984.1968.tb00636.x&partnerID=40&md5=fe4a01816cb8ab2a0e140c2ec928a0f5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982337626"
"OWENS T.R.; STUFFLEBEAM D.L.","OWENS, THOMAS R. (16496378600); STUFFLEBEAM, DANIEL L. (56631885700)","16496378600; 56631885700","AN EXPERIMENTAL COMPARISON OF ITEM SAMPLING AND EXAMINEE SAMPLING FOR ESTIMATING TEST NORMS","1969","Journal of Educational Measurement","6","2","","75","83","8","14","10.1111/j.1745-3984.1969.tb00662.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982064976&doi=10.1111%2fj.1745-3984.1969.tb00662.x&partnerID=40&md5=0c857fd512d17eb8a9a1d69d75bd1256","An empirical comparison of the accuracy of item sampling and examinee sampling in estimating norm statistics. Item samples were composed of 3, 6, or 12 items selected from a total test of 50 multiple‐choice vocabulary questions. Overall, the study findings provided empirical evidence that item sampling is approximately as effective as examinee sampling for estimating the population mean and standard deviation. Contradictory trends occurred for lower ability and higher ability student populations in accuracy of estimated means and standard deviations when the number of items administered increased from 3 to 6 to 12. The findings from this study indicate that the variation of sequences of items occurring in item sampling need not have a significant affect on test performance. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982064976"
"Davis O.L., Jr; Personke C.R., Jr","Davis, O.L. (7006643774); Personke, Carl R. (57190710042)","7006643774; 57190710042","EFFECTS OF ADMINISTERING THE METROPOLITAN READINESS TEST IN ENGLISH AND SPANISH TO SPANISH‐SPEAKING SCHOOL ENTRANTS","1968","Journal of Educational Measurement","5","3","","231","234","3","3","10.1111/j.1745-3984.1968.tb00631.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982335726&doi=10.1111%2fj.1745-3984.1968.tb00631.x&partnerID=40&md5=27e7cb01685899e4143ac8b0b11d9faf","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982335726"
"LINN R.L.","LINN, ROBERT L. (56126633100)","56126633100","A NOTE ON THE STABILITY OF THE IOWA TESTS OF BASIC SKILLS","1969","Journal of Educational Measurement","6","1","","29","30","1","0","10.1111/j.1745-3984.1969.tb00659.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982339126&doi=10.1111%2fj.1745-3984.1969.tb00659.x&partnerID=40&md5=ebe2fb90d5231d6b9340c090d38da0cf","The seventh‐grade standard deviations on the Iowa Tests of Basic Skills (ITBS) and the intercorrelations among the tests reported by Merenda and Jackson (Journal of Educational Measurement, 1968, 5, 163–165) seemed unusual enough for their accuracy to be questioned. Corresponding statistics possessing markedly different values are presented for another sample. Contrary to the findings of Merenda and Jackson, the present data indicate a high degree of stability for the ITBS for a 3‐year interval. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982339126"
"EAGLE N.; HARRIS A.S.","EAGLE, NORMAN (56947335200); HARRIS, ANNA S. (57190711943)","56947335200; 57190711943","INTERACTION OF RACE AND TEST ON READING PERFORMANCE SCORES","1969","Journal of Educational Measurement","6","3","","131","135","4","2","10.1111/j.1745-3984.1969.tb00669.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337987&doi=10.1111%2fj.1745-3984.1969.tb00669.x&partnerID=40&md5=b227a444d609d34843cc0aa0090a3622","This study examines the relationship between race and performance on two nationally standardized reading tests. The appropriate reading tests of the Iowa Test of Basic Skills and Metropolitan Achievement Battery were administered to all fourth and sixth‐grade students in all elementary schools of an urban school district near New York City. Although white pupils earned higher scores than nonwhite pupils on both tests, the Metropolitan produced significantly greater differences between the races than the Iowa, at both grade levels. Factorial analysis of variance confirmed the statistical significance of these differences. Implications of Race X Test (suggesting S.E.S. X Test) interaction effects for program evaluation and instruction are briefly discussed. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982337987"
"Traub R.E.","Traub, Ross E. (7102034665)","7102034665","COMMENT ON GLASS'RESPONSE","1968","Journal of Educational Measurement","5","4","","343","344","1","3","10.1111/j.1745-3984.1968.tb00653.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341965&doi=10.1111%2fj.1745-3984.1968.tb00653.x&partnerID=40&md5=f5bc4bd8497bcfa189ed9b3ba7a69c36","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982341965"
"Weigel R.G.; Frazier J.E.","Weigel, Richard G. (35787507900); Frazier, James E. (57190710164)","35787507900; 57190710164","THE EFFECTS OF “FEELING” AND “BEHAVIOR” INSTRUCTIONS ON RESPONSES TO THE EDWARDS PERSONAL PREFERENCE SCHEDULE","1968","Journal of Educational Measurement","5","4","","337","338","1","0","10.1111/j.1745-3984.1968.tb00650.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982340754&doi=10.1111%2fj.1745-3984.1968.tb00650.x&partnerID=40&md5=885b4d058fb213d085cc9cb6f67dad91","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982340754"
"Thorndike R.L.","Thorndike, Robert L. (16652297900)","16652297900","A VERIFICATION KEY FOR THE THORNDIKE DIMENSIONS OF TEMPERAMENT","1968","Journal of Educational Measurement","5","4","","331","333","2","0","10.1111/j.1745-3984.1968.tb00648.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342655&doi=10.1111%2fj.1745-3984.1968.tb00648.x&partnerID=40&md5=dfc2a82067227a07e0e91170083a22ec","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342655"
"Horn J.L.; Adams D.K.; Levy G.","Horn, John L. (7203079849); Adams, Darrell K. (35455059300); Levy, George (57190710798)","7203079849; 35455059300; 57190710798","ON THE CONCEPT VALIDITY OF MMPI SCALES","1968","Journal of Educational Measurement","5","1","","79","90","11","2","10.1111/j.1745-3984.1968.tb00608.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982059025&doi=10.1111%2fj.1745-3984.1968.tb00608.x&partnerID=40&md5=5c8ba6ff54ab7f8b2050cc8e251d837e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982059025"
"Ebel R.L.","Ebel, Robert L. (16050366400)","16050366400","THE RELATION OF ITEM DISCRIMINATION TO TEST RELIABILITY","1967","Journal of Educational Measurement","4","3","","125","128","3","25","10.1111/j.1745-3984.1967.tb00579.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342938&doi=10.1111%2fj.1745-3984.1967.tb00579.x&partnerID=40&md5=db2c34dc96b95b69b2d692de563febde","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342938"
"Sabers D.L.; Feldt L.S.","Sabers, Darrell L. (6701710722); Feldt, Leonard S. (7003911114)","6701710722; 7003911114","AN EMPIRICAL STUDY OF THE EFFECT OF THE CORRECTION FOR CHANCE SUCCESS ON THE RELIABILITY AND VALIDITY OF AN APTITUDE TEST","1968","Journal of Educational Measurement","5","3","","251","258","7","6","10.1111/j.1745-3984.1968.tb00635.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982339556&doi=10.1111%2fj.1745-3984.1968.tb00635.x&partnerID=40&md5=85a6893aded8612b39f8aba56d5b4e6e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982339556"
"Richards J.M., Jr; Lutz S.W.","Richards, James M. (7403707048); Lutz, Sandra W. (7402228111)","7403707048; 7402228111","PREDICTING STUDENT ACCOMPLISHMENT IN COLLEGE FROM THE ACT ASSESSMENT","1968","Journal of Educational Measurement","5","1","","17","29","12","3","10.1111/j.1745-3984.1968.tb00599.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982077971&doi=10.1111%2fj.1745-3984.1968.tb00599.x&partnerID=40&md5=51206c0a7b762246ff4b6b1df33a407e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982077971"
"DUSEWICZ R.A.; KERSHNER K.M.","DUSEWICZ, RUSSELL A. (6506069512); KERSHNER, KEITH M. (6506681593)","6506069512; 6506681593","A SCALE FOR THE MEASUREMENT OF LATERAL DOMINANCE","1969","Journal of Educational Measurement","6","3","","187","188","1","7","10.1111/j.1745-3984.1969.tb00677.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338624&doi=10.1111%2fj.1745-3984.1969.tb00677.x&partnerID=40&md5=c82eba3117a89a4911d491fafdd1d46c","A 36 item performance test which assesses the degree of lateral dominance in each of four individual modes is described. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982338624"
"Wrightstone J.W.","Wrightstone, J. Wayne (25957423400)","25957423400","HOW EFFECTIVE ARE THE “MORE EFFECTIVE SCHOOLS”?","1968","Journal of Educational Measurement","5","4","","291","295","4","0","10.1111/j.1745-3984.1968.tb00640.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342780&doi=10.1111%2fj.1745-3984.1968.tb00640.x&partnerID=40&md5=a33256823f346bad31a82f06425753d5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342780"
"FREMER J.; ANASTASIO E.J.","FREMER, JOHN (6505860861); ANASTASIO, ERNEST J. (57030221800)","6505860861; 57030221800","COMPUTER‐ASSISTED ITEM WRITING—1 (SPELLING ITEMS)","1969","Journal of Educational Measurement","6","2","","69","74","5","11","10.1111/j.1745-3984.1969.tb00661.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982340241&doi=10.1111%2fj.1745-3984.1969.tb00661.x&partnerID=40&md5=86948bf8cebb4eba0c8b35bce52cb335","The current study demonstrates the potential usefulness of the computer as a tool for an item writer. A spelling item type was used for this demonstration, as it seemed to have the fewest facets or dimensions. An analysis was then made of the types of misspellings which are used by writers of spelling items. A set of error‐generation rules was developed and a computer program, The MISSPELLER, was written. A sample of words was fed into the computer and a list of misspelled words, separated into previously defined error categories, was created. The list was then evaluated by spelling‐test developers and judged to be a useful resource. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982340241"
"Cleary T.A.; Linn R.L.; Rock D.A.","Cleary, T. Anne (7005072222); Linn, Robert L. (56126633100); Rock, Donald A. (7102591023)","7005072222; 56126633100; 7102591023","REPRODUCTION OF TOTAL TEST SCORE THROUGH THE USE OF SEQUENTIAL PROGRAMMED TESTS","1968","Journal of Educational Measurement","5","3","","183","187","4","8","10.1111/j.1745-3984.1968.tb00624.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982335350&doi=10.1111%2fj.1745-3984.1968.tb00624.x&partnerID=40&md5=7f426fda9ad2222f3a7c9a7e4daf505f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982335350"
"SIMON W.E.","SIMON, WILLIAM E. (57215514346)","57215514346","EXPECTANCY EFFECTS IN THE SCORING OF VOCABULARY ITEMS: A STUDY OF SCORER BIAS","1969","Journal of Educational Measurement","6","3","","159","164","5","8","10.1111/j.1745-3984.1969.tb00673.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982340881&doi=10.1111%2fj.1745-3984.1969.tb00673.x&partnerID=40&md5=5b28842864da7881dc04f2b1fd1bd81d","A study was undertaken for the purpose of evaluating the degree to which the scoring of vocabulary items might be influenced by the scorer's expectancies. 72 Ss were given the task of scoring 20 responses to items on the Vocabulary subtest of the Wechsler Intelligence Scale for Children (WISC). In the bright condition (n= 37) Ss were informed that the responses were those of a child reading far above his age level, while in the dull condition (n= 35) Ss were informed that the responses were those of a child reading far below his age level. It was found that the mean score assigned to the protocol by the Ss in the bright condition was significantly higher than that assigned by the Ss in the dull condition (p less than .05). Some factors regarding generalizability were advanced and discussed. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982340881"
"INGLE R.B.; DEAMICO G.","INGLE, ROBERT B. (57188918789); DEAMICO, GERALD (57215756549)","57188918789; 57215756549","THE EFFECT OF PHYSICAL CONDITIONS OF THE TEST ROOM ON STANDARDIZED ACHIEVEMENT TEST SCORES","1969","Journal of Educational Measurement","6","4","","237","240","3","1","10.1111/j.1745-3984.1969.tb00682.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338335&doi=10.1111%2fj.1745-3984.1969.tb00682.x&partnerID=40&md5=ef936649929a538b17cab3b14420e00c","A group of 384 ninth‐grade students were given a standardized achievement test, half under relatively poor physical conditions in an auditorium and half in relatively adequate physical conditions in regular classrooms. An analysis of covariance (using I.Q. as the covariate) indicated no significant difference due to the physical conditions. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982338335"
"TERWILLIGER J.S.; ANDERSON D.H.","TERWILLIGER, JAMES S. (38962286700); ANDERSON, DOUGLAS H. (7410022289)","38962286700; 7410022289","AN EMPIRICAL STUDY OF THE EFFECTS OF STANDARDIZING SCORES IN THE FORMATION OF LINEAR COMPOSITES","1969","Journal of Educational Measurement","6","3","","145","154","9","5","10.1111/j.1745-3984.1969.tb00671.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338455&doi=10.1111%2fj.1745-3984.1969.tb00671.x&partnerID=40&md5=d02a42acdde2f8220e8f4e8aacea0469","Component scores with specified means, standard deviations and intercorrelations were generated by computer. Two linear composites were calculated; one using a given set of nominal weights with the raw component scores and the second using the same nominal weights with the standard component scores. Both sets of composite scores were scaled to the same mean and standard deviation. The distribution of differences between the two scaled composite scores was examined to determine the effect of standardization. Specifically, the standard deviation of the difference scores, the largest single difference, and the number of differences greater than two were related to the number and characteristics of the original components. Implications for practice are discussed. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982338455"
"Glass G.W.","Glass, Gene W (57190712445)","57190712445","RESPONSE TO TRAUB'S “NOTE ON THE RELIABILITY OF RESIDUAL CHANGE SCORES”","1968","Journal of Educational Measurement","5","3","","265","267","2","8","10.1111/j.1745-3984.1968.tb00638.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982339943&doi=10.1111%2fj.1745-3984.1968.tb00638.x&partnerID=40&md5=32bc54ffee94f0def36affda76413e44","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982339943"
"Grotelueschen A.; Knox A.B.","Grotelueschen, Arden (25954123800); Knox, Alan B. (19735295300)","25954123800; 19735295300","ANALYSIS OF QUICK WORD TEST AS AN ESTIMATE OF ADULT MENTAL ABILITY","1967","Journal of Educational Measurement","4","3","","169","177","8","3","10.1111/j.1745-3984.1967.tb00587.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342595&doi=10.1111%2fj.1745-3984.1967.tb00587.x&partnerID=40&md5=7ac8acf5fe7f3eb929a06f3d87035eeb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342595"
"YEE A.H.; KRIEWALL T.","YEE, ALBERT H. (7102354277); KRIEWALL, THOMAS (57190707945)","7102354277; 57190707945","A NEW LOGICAL SCORING KEY FOR THE MINNESOTA TEACHER ATTITUDE INVENTORY","1969","Journal of Educational Measurement","6","1","","11","14","3","1","10.1111/j.1745-3984.1969.tb00655.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982059609&doi=10.1111%2fj.1745-3984.1969.tb00655.x&partnerID=40&md5=feb9eccdefe2ce109f35664b7e10a1c7","This study tested three scoring keys for the MTAI—the published empirical key (E); a logical key with three different weights, i.e., + 1, 0, ‐1; and a new logical key with five different scoring weights, one for each of the five responses in MTAI items, i.e., +2, +1, 0, ‐1, ‐2. The latter, termed the pentachotomous‐logical (P‐L), provided scores with slightly higher internal consistency and a frequency distribution which is not so significantly skewed as the others and which provides greater spread among extreme positive and negative scores. Use of the P‐L scoring weights would facilitate the psychological interpretation of the MTAI. However, conclusion that the P‐L scoring key is an improvement must be tempered by the fact that an expected increase in construct validity was not found. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982059609"
"Slakter M.J.","Slakter, Malcolm J. (6603541799)","6603541799","THE PENALTY FOR NOT GUESSING","1968","Journal of Educational Measurement","5","2","","141","144","3","42","10.1111/j.1745-3984.1968.tb00616.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342470&doi=10.1111%2fj.1745-3984.1968.tb00616.x&partnerID=40&md5=f8db32fa299d83cc0c16984d17f9f230","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342470"
"Slakter M.J.","Slakter, Malcolm J. (6603541799)","6603541799","THE EFFECT OF GUESSING STRATEGY ON OBJECTIVE TEST SCORES","1968","Journal of Educational Measurement","5","3","","217","222","5","44","10.1111/j.1745-3984.1968.tb00629.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338495&doi=10.1111%2fj.1745-3984.1968.tb00629.x&partnerID=40&md5=3c37dc6c18d34c9bdf7e732f69179126","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982338495"
