Authors,Title,Year,Volume,Abstract,Title_spell,Abstract_spell,A_tokens,T_tokens,A_tokens_join,T_tokens_join,lda_0,lda_1,lda_2,lda_3,lda_4,nmf_0,nmf_1,nmf_2,nmf_3,nmf_4
Attali Y.; Goldschmidt C.,The effects of component variables on performance in graph comprehension tests,1996,33,"Some cognitive characteristics of graph comprehension items were studied, and a model comprised of several variables was developed. 132 graph items of the Psychometric Entrance Test were included in the study. By analyzing the actual difficulty of the items, an evaluation of the impact of the cognitive variables on item difficulties could be made. Results indicate that successful prediction of item difficulty can be calculated on the basis of a wide range of item characteristics and task demands. This suggests that items can be screened for processing difficulty prior to being administered to examinees. However, the results also have implications for test validity in that the various processing variables identified involve distinct ability dimensions.",The effects of component variables on performance in graph comprehension tests,"Some cognitive characteristics of graph comprehension items were studied, and a model comprised of several variables was developed. 132 graph items of the Psychometric Entrance Test were included in the study. By analyzing the actual difficulty of the items, an evaluation of the impact of the cognitive variables on item difficulties could be made. Results indicate that successful prediction of item difficulty can be calculated on the basis of a wide range of item characteristics and task demands. This suggests that items can be screened for processing difficulty prior to being administered to examinees. However, the results also have implications for test validity in that the various processing variables identified involve distinct ability dimensions.","['cognitive', 'characteristic', 'graph', 'comprehension', 'item', 'study', 'comprise', 'variable', 'develop', '132', 'graph', 'item', 'Psychometric', 'Entrance', 'Test', 'include', 'study', 'analyze', 'actual', 'difficulty', 'item', 'evaluation', 'impact', 'cognitive', 'variable', 'item', 'difficulty', 'result', 'indicate', 'successful', 'prediction', 'item', 'difficulty', 'calculate', 'basis', 'wide', 'range', 'item', 'characteristic', 'task', 'demand', 'suggest', 'item', 'screen', 'processing', 'difficulty', 'prior', 'administer', 'examinee', 'result', 'implication', 'test', 'validity', 'processing', 'variable', 'identify', 'involve', 'distinct', 'ability', 'dimension']","['effect', 'component', 'variable', 'performance', 'graph', 'comprehension', 'test']",cognitive characteristic graph comprehension item study comprise variable develop 132 graph item Psychometric Entrance Test include study analyze actual difficulty item evaluation impact cognitive variable item difficulty result indicate successful prediction item difficulty calculate basis wide range item characteristic task demand suggest item screen processing difficulty prior administer examinee result implication test validity processing variable identify involve distinct ability dimension,effect component variable performance graph comprehension test,0.029404832504370468,0.029456791995283768,0.8823435724848142,0.02910884139375044,0.02968596162178111,0.0,0.12896536435936967,0.009020980397116409,0.0,0.0
Powers D.E.; Fowles M.E.,Effects of applying different time limits to a proposed GRE writing test,1996,33,"In order to determine the role of time limits on both test performance and test validity, we asked approximately 300 volunteers - prospective graduate students - to each write two essays - one in a 40-minute time period and the other in 60 minutes. Analyses revealed that, on average, test performance was significantly better when examinees were given 60 minutes instead of 40. However, there was no interaction between test-taking style (fast vs. slow) and time limits. That is, examinees who described themselves as slow writers/test takers did not benefit any more (or any less) from generous time limits than did their quicker counterparts. In addition, there was no detectable effect of different time limits on the meaning of essay scores, as suggested by their relationship to several nontest indicators of writing ability.",Effects of applying different time limits to a proposed GRE writing test,"In order to determine the role of time limits on both test performance and test validity, we asked approximately 300 volunteers - prospective graduate students - to each write two essays - one in a 40-minute time period and the other in 60 minutes. Analyses revealed that, on average, test performance was significantly better when examinees were given 60 minutes instead of 40. However, there was no interaction between test-taking style (fast vs. slow) and time limits. That is, examinees who described themselves as slow writers/test takers did not benefit any more (or any less) from generous time limits than did their quicker counterparts. In addition, there was no detectable effect of different time limits on the meaning of essay scores, as suggested by their relationship to several nontest indicators of writing ability.","['order', 'determine', 'role', 'time', 'limit', 'test', 'performance', 'test', 'validity', 'ask', 'approximately', '300', 'volunteer', 'prospective', 'graduate', 'student', 'write', 'essay', '40minute', 'time', 'period', '60', 'minute', 'analysis', 'reveal', 'average', 'test', 'performance', 'significantly', 'examinee', '60', 'minute', 'instead', '40', 'interaction', 'testtake', 'style', 'fast', 'vs', 'slow', 'time', 'limit', 'examinee', 'describe', 'slow', 'writerst', 'taker', 'benefit', 'generous', 'time', 'limit', 'quick', 'counterpart', 'addition', 'detectable', 'effect', 'different', 'time', 'limit', 'meaning', 'essay', 'score', 'suggest', 'relationship', 'nont', 'indicator', 'write', 'ability']","['effect', 'apply', 'different', 'time', 'limit', 'propose', 'GRE', 'write', 'test']",order determine role time limit test performance test validity ask approximately 300 volunteer prospective graduate student write essay 40minute time period 60 minute analysis reveal average test performance significantly examinee 60 minute instead 40 interaction testtake style fast vs slow time limit examinee describe slow writerst taker benefit generous time limit quick counterpart addition detectable effect different time limit meaning essay score suggest relationship nont indicator write ability,effect apply different time limit propose GRE write test,0.028147206817809495,0.8875083904038344,0.02813050955583357,0.027973577829380092,0.02824031539314235,0.0,0.047062858024367056,0.0,0.007657541390972193,0.02754910805305291
Osterlind S.J.; Friedman S.J.,"Constructing test items: Multiple-choice, constructed-response, performance, and other formats (2nd edition)",1999,36,"""The primary goal for this book is to contribute to the improvement of tests and measurement by aiding good test-item construction"" (p. 9). To accomplish this goal, the author articulates four key issues that must be addressed: 1. Description of the characteristics and functions of test items; 2. Presentation of editorial guidelines for writing test items; 3. Presentation of methods for determining the quality of test items; 4. Presentation of a compendium of important issues about test items.  Following an introduction (Chapter 1), the author devotes succeeding chapters to the purpose and characteristics of test items, the content of items from a validity perspective, practical considerations when writing items, guidelines for multiple-choice items, guidelines for constructed-response and performance items, guide-lines for other formats (i.e., true-false, matching, etc.), the use of item analysis to judge the quality of items, and ethical and legal considerations.","Constructing test items: Multiple-choice, constructed-response, performance, and other formats (2nd edition)","""The primary goal for this book is to contribute to the improvement of tests and measurement by aiding good test-item construction"" (p. 9). To accomplish this goal, the author articulates four key issues that must be addressed: 1. Description of the characteristics and functions of test items; 2. Presentation of editorial guidelines for writing test items; 3. Presentation of methods for determining the quality of test items; 4. Presentation of a compendium of important issues about test items.  Following an introduction (Chapter 1), the author devotes succeeding chapters to the purpose and characteristics of test items, the content of items from a validity perspective, practical considerations when writing items, guidelines for multiple-choice items, guidelines for constructed-response and performance items, guide-lines for other formats (i.e., true-false, matching, etc.), the use of item analysis to judge the quality of items, and ethical and legal considerations.","['primary', 'goal', 'book', 'contribute', 'improvement', 'test', 'aid', 'good', 'testitem', 'construction', 'p', '9', 'accomplish', 'goal', 'author', 'articulate', 'key', 'issue', 'address', '1', 'description', 'characteristic', 'function', 'test', 'item', '2', 'presentation', 'editorial', 'guideline', 'write', 'test', 'item', '3', 'presentation', 'method', 'determine', 'quality', 'test', 'item', '4', 'presentation', 'compendium', 'important', 'issue', 'test', 'item', 'follow', 'introduction', 'chapter', '1', 'author', 'devote', 'succeed', 'chapter', 'purpose', 'characteristic', 'test', 'item', 'content', 'item', 'validity', 'perspective', 'practical', 'consideration', 'write', 'item', 'guideline', 'multiplechoice', 'item', 'guideline', 'constructedresponse', 'performance', 'item', 'guideline', 'format', 'ie', 'truefalse', 'matching', 'etc', 'item', 'analysis', 'judge', 'quality', 'item', 'ethical', 'legal', 'consideration']","['construct', 'test', 'item', 'Multiplechoice', 'constructedresponse', 'performance', 'format', '2nd', 'edition']",primary goal book contribute improvement test aid good testitem construction p 9 accomplish goal author articulate key issue address 1 description characteristic function test item 2 presentation editorial guideline write test item 3 presentation method determine quality test item 4 presentation compendium important issue test item follow introduction chapter 1 author devote succeed chapter purpose characteristic test item content item validity perspective practical consideration write item guideline multiplechoice item guideline constructedresponse performance item guideline format ie truefalse matching etc item analysis judge quality item ethical legal consideration,construct test item Multiplechoice constructedresponse performance format 2nd edition,0.027043341712862233,0.8917099300018889,0.026957345293300763,0.02672093072936282,0.02756845226258531,0.0,0.10327108517346134,0.011037658251417332,0.0,0.0
Gibson W.M.; Weiner J.A.,Generating random parallel test forms using CTT in a computer-based environment,1998,35,"This paper describes a procedure for automated test forms assembly based on Classical Test Theory (CTT). The procedure uses stratified random content sampling and test form pre-equating to ensure both content and psychometric equivalence in generating virtually unlimited parallel forms. The procedure extends the usefulness of CTT in automated test form construction, yielding classical item statistics based on representative sample distributions and pre-equated test forms with known psychometric characteristics. A rationale for the procedure is presented followed by an example application and discussion of psychometric considerations related to its use.",Generating random parallel test forms using CTT in a computer-based environment,"This paper describes a procedure for automated test forms assembly based on Classical Test Theory (CTT). The procedure uses stratified random content sampling and test form pre-equating to ensure both content and psychometric equivalence in generating virtually unlimited parallel forms. The procedure extends the usefulness of CTT in automated test form construction, yielding classical item statistics based on representative sample distributions and pre-equated test forms with known psychometric characteristics. A rationale for the procedure is presented followed by an example application and discussion of psychometric considerations related to its use.","['paper', 'describe', 'procedure', 'automate', 'test', 'form', 'assembly', 'base', 'Classical', 'Test', 'Theory', 'CTT', 'procedure', 'stratify', 'random', 'content', 'sample', 'test', 'form', 'preequate', 'ensure', 'content', 'psychometric', 'equivalence', 'generate', 'virtually', 'unlimited', 'parallel', 'form', 'procedure', 'extend', 'usefulness', 'CTT', 'automate', 'test', 'form', 'construction', 'yield', 'classical', 'item', 'statistic', 'base', 'representative', 'sample', 'distribution', 'preequate', 'test', 'form', 'know', 'psychometric', 'characteristic', 'rationale', 'procedure', 'present', 'follow', 'example', 'application', 'discussion', 'psychometric', 'consideration', 'relate']","['generate', 'random', 'parallel', 'test', 'form', 'CTT', 'computerbased', 'environment']",paper describe procedure automate test form assembly base Classical Test Theory CTT procedure stratify random content sample test form preequate ensure content psychometric equivalence generate virtually unlimited parallel form procedure extend usefulness CTT automate test form construction yield classical item statistic base representative sample distribution preequate test form know psychometric characteristic rationale procedure present follow example application discussion psychometric consideration relate,generate random parallel test form CTT computerbased environment,0.030246291323570672,0.03013072932989829,0.030109075770172824,0.029944506995468193,0.87956939658089,0.060420700032127975,0.020868488981925323,0.0006926823547946534,0.00446167694219877,0.0
Frisbie D.A.; Cantor N.K.,The Validity of Scores From Alternative Methods of Assessing Spelling Achievement,1995,32,"The purpose of this study was to gather evidence to examine the validity of alternative methods for assessing the spelling achievements of students in Grades 2–7. Students in Grades 2, 3, 5, and 7 took both a dictation spelling test and an objective spelling test. Scores from the Iowa Tests of Basic Skills were available for nearly all students. Comparisons among item formats centered on difficulty, content coverage and efficiency, reliability, relationship with dictation scores, the influence of context, and relationship to overall achievement. Overall, no single objective format stood out above the others, but some demonstrated superiority to the dictation format on several dimensions. Copyright © 1995, Wiley Blackwell. All rights reserved",The Validity of Scores From Alternative Methods of Assessing Spelling Achievement,"The purpose of this study was to gather evidence to examine the validity of alternative methods for assessing the spelling achievements of students in Grades 2–7. Students in Grades 2, 3, 5, and 7 took both a dictation spelling test and an objective spelling test. Scores from the Iowa Tests of Basic Skills were available for nearly all students. Comparisons among item formats centered on difficulty, content coverage and efficiency, reliability, relationship with dictation scores, the influence of context, and relationship to overall achievement. Overall, no single objective format stood out above the others, but some demonstrated superiority to the dictation format on several dimensions. Copyright © 1995, Wiley Blackwell. All rights reserved","['purpose', 'study', 'gather', 'evidence', 'examine', 'validity', 'alternative', 'method', 'assess', 'spelling', 'achievement', 'student', 'Grades', '2–7', 'student', 'Grades', '2', '3', '5', '7', 'dictation', 'spelling', 'test', 'objective', 'spelling', 'test', 'score', 'Iowa', 'Tests', 'Basic', 'Skills', 'available', 'nearly', 'student', 'Comparisons', 'item', 'format', 'center', 'difficulty', 'content', 'coverage', 'efficiency', 'reliability', 'relationship', 'dictation', 'score', 'influence', 'context', 'relationship', 'overall', 'achievement', 'overall', 'single', 'objective', 'format', 'stand', 'demonstrate', 'superiority', 'dictation', 'format', 'dimension', 'Copyright', '©', '1995', 'Wiley', 'Blackwell', 'right', 'reserve']","['Validity', 'Scores', 'alternative', 'Methods', 'assess', 'Spelling', 'Achievement']",purpose study gather evidence examine validity alternative method assess spelling achievement student Grades 2–7 student Grades 2 3 5 7 dictation spelling test objective spelling test score Iowa Tests Basic Skills available nearly student Comparisons item format center difficulty content coverage efficiency reliability relationship dictation score influence context relationship overall achievement overall single objective format stand demonstrate superiority dictation format dimension Copyright © 1995 Wiley Blackwell right reserve,Validity Scores alternative Methods assess Spelling Achievement,0.02908134662719438,0.029193404156805984,0.8834901114473922,0.028727571253303576,0.02950756651530391,0.0,0.05295458621099121,0.0,0.02971666950415818,0.047522302018011074
Nandakumar R.; Yu F.,Empirical validation of DIMTEST on nonnormal ability distributions,1996,33,"DIMTEST is a nonparametric statistical test procedure for assessing unidimensionality of binary item response data. The development of Stout's statistic, T, used in the DIMTEST procedure, does not require the assumption of a particular parametric form for the ability distributions or the item response functions. The purpose of the present study was to empirically investigate the performance of the statistic T with respect to different shapes of ability distributions. Several nonnormal distributions, both symmetric and nonsymmetric, were considered for this purpose. Other factors varied in the study were test length, sample size, and the level of correlation between abilities. The results of Type I error and power studies showed that the test statistic T exhibited consistently similar performance for all different shapes of ability distributions investigated in the study, which confirmed the nonparametric nature of the statistic T.",Empirical validation of DIMTEST on nonnormal ability distributions,"DIMTEST is a nonparametric statistical test procedure for assessing unidimensionality of binary item response data. The development of Stout's statistic, T, used in the DIMTEST procedure, does not require the assumption of a particular parametric form for the ability distributions or the item response functions. The purpose of the present study was to empirically investigate the performance of the statistic T with respect to different shapes of ability distributions. Several nonnormal distributions, both symmetric and nonsymmetric, were considered for this purpose. Other factors varied in the study were test length, sample size, and the level of correlation between abilities. The results of Type I error and power studies showed that the test statistic T exhibited consistently similar performance for all different shapes of ability distributions investigated in the study, which confirmed the nonparametric nature of the statistic T.","['DIMTEST', 'nonparametric', 'statistical', 'test', 'procedure', 'assess', 'unidimensionality', 'binary', 'item', 'response', 'datum', 'development', 'Stouts', 'statistic', 'T', 'dimtest', 'procedure', 'require', 'assumption', 'particular', 'parametric', 'form', 'ability', 'distribution', 'item', 'response', 'function', 'purpose', 'present', 'study', 'empirically', 'investigate', 'performance', 'statistic', 't', 'respect', 'different', 'shape', 'ability', 'distribution', 'nonnormal', 'distribution', 'symmetric', 'nonsymmetric', 'consider', 'purpose', 'factor', 'vary', 'study', 'test', 'length', 'sample', 'size', 'level', 'correlation', 'ability', 'result', 'Type', 'I', 'error', 'power', 'study', 'test', 'statistic', 'T', 'exhibit', 'consistently', 'similar', 'performance', 'different', 'shape', 'ability', 'distribution', 'investigate', 'study', 'confirm', 'nonparametric', 'nature', 'statistic', 't']","['empirical', 'validation', 'dimtest', 'nonnormal', 'ability', 'distribution']",DIMTEST nonparametric statistical test procedure assess unidimensionality binary item response datum development Stouts statistic T dimtest procedure require assumption particular parametric form ability distribution item response function purpose present study empirically investigate performance statistic t respect different shape ability distribution nonnormal distribution symmetric nonsymmetric consider purpose factor vary study test length sample size level correlation ability result Type I error power study test statistic T exhibit consistently similar performance different shape ability distribution investigate study confirm nonparametric nature statistic t,empirical validation dimtest nonnormal ability distribution,0.02833827414741953,0.028627391501844082,0.02868313352850688,0.3683729416806702,0.5459782591415594,0.07385807228280215,0.011992030384472229,0.01000729448898838,0.0,0.009057982723431545
Revuelta J.; Ponsoda V.,A comparison of item exposure control methods in computerized adaptive testing,1998,35,"Two new methods for item exposure control were proposed. In the Progressive method, as the test progresses, the influence of a random component on item selection is reduced and the importance of item information is increasingly more prominent. In the Restricted Maximum Information method, no item is allowed to be exposed in more than a predetermined proportion of tests. Both methods were compared with six other item-selection methods (Maximum Information, One Parameter, McBride and Martin, Randomesque, Sympson and Hetter, and Random Item Selection) with regard to test precision and item exposure variables. Results showed that the Restricted method was useful to reduce maximum exposure rates and that the Progressive method reduced the number of unused items. Both did well regarding precision. Thus, a combined Progressive-Restricted method may be useful to control item exposure without a serious decrease in test precision.",A comparison of item exposure control methods in computerized adaptive testing,"Two new methods for item exposure control were proposed. In the Progressive method, as the test progresses, the influence of a random component on item selection is reduced and the importance of item information is increasingly more prominent. In the Restricted Maximum Information method, no item is allowed to be exposed in more than a predetermined proportion of tests. Both methods were compared with six other item-selection methods (Maximum Information, One Parameter, McBride and Martin, Randomesque, Sympson and Hetter, and Random Item Selection) with regard to test precision and item exposure variables. Results showed that the Restricted method was useful to reduce maximum exposure rates and that the Progressive method reduced the number of unused items. Both did well regarding precision. Thus, a combined Progressive-Restricted method may be useful to control item exposure without a serious decrease in test precision.","['new', 'method', 'item', 'exposure', 'control', 'propose', 'progressive', 'method', 'test', 'progress', 'influence', 'random', 'component', 'item', 'selection', 'reduce', 'importance', 'item', 'information', 'increasingly', 'prominent', 'Restricted', 'Maximum', 'Information', 'method', 'item', 'allow', 'expose', 'predetermine', 'proportion', 'test', 'method', 'compare', 'itemselection', 'method', 'Maximum', 'Information', 'Parameter', 'McBride', 'Martin', 'Randomesque', 'Sympson', 'Hetter', 'Random', 'Item', 'Selection', 'regard', 'test', 'precision', 'item', 'exposure', 'variable', 'result', 'Restricted', 'method', 'useful', 'reduce', 'maximum', 'exposure', 'rate', 'Progressive', 'method', 'reduce', 'number', 'unused', 'item', 'regard', 'precision', 'combine', 'ProgressiveRestricted', 'method', 'useful', 'control', 'item', 'exposure', 'decrease', 'test', 'precision']","['comparison', 'item', 'exposure', 'control', 'method', 'computerized', 'adaptive', 'testing']",new method item exposure control propose progressive method test progress influence random component item selection reduce importance item information increasingly prominent Restricted Maximum Information method item allow expose predetermine proportion test method compare itemselection method Maximum Information Parameter McBride Martin Randomesque Sympson Hetter Random Item Selection regard test precision item exposure variable result Restricted method useful reduce maximum exposure rate Progressive method reduce number unused item regard precision combine ProgressiveRestricted method useful control item exposure decrease test precision,comparison item exposure control method computerized adaptive testing,0.030744346096008145,0.030728421939467995,0.030735821143679433,0.03044266092485764,0.8773487498959868,0.03428010293019922,0.051612253771157995,0.007893410462413857,0.029705849727092157,0.0
Impara J.C.; Plake B.S.,Teachers' ability to estimate item difficulty: A test of the assumptions in the Angoff standard setting method,1998,35,"The Angoff (1971) standard setting method requires expert panelists to (a) conceptualize candidates who possess the qualifications of interest (e.g., the minimally qualified) and (b) estimate actual item performance for these candidates. Past and current research (Bejar, 1983; Shepard, 1994) suggests that estimating item performance is difficult for panelists. If panelists cannot perform this task, the validity of the standard based on these estimates is in question. This study tested the ability of 26 classroom teachers to estimate item performance for two groups of their students on a locally developed district-wide science test. Teachers were more accurate in estimating the performance of the total group than of the ""borderline group,"" but in neither case was their accuracy level high. Implications of this finding for the validity of item performance estimates by panelists using the Angoff standard setting method are discussed.",Teachers' ability to estimate item difficulty: A test of the assumptions in the Angoff standard setting method,"The Angoff (1971) standard setting method requires expert panelists to (a) conceptualize candidates who possess the qualifications of interest (e.g., the minimally qualified) and (b) estimate actual item performance for these candidates. Past and current research (Bejar, 1983; Shepard, 1994) suggests that estimating item performance is difficult for panelists. If panelists cannot perform this task, the validity of the standard based on these estimates is in question. This study tested the ability of 26 classroom teachers to estimate item performance for two groups of their students on a locally developed district-wide science test. Teachers were more accurate in estimating the performance of the total group than of the ""borderline group,"" but in neither case was their accuracy level high. Implications of this finding for the validity of item performance estimates by panelists using the Angoff standard setting method are discussed.","['Angoff', '1971', 'standard', 'setting', 'method', 'require', 'expert', 'panelist', 'conceptualize', 'candidate', 'possess', 'qualification', 'interest', 'eg', 'minimally', 'qualified', 'b', 'estimate', 'actual', 'item', 'performance', 'candidate', 'past', 'current', 'research', 'Bejar', '1983', 'Shepard', '1994', 'suggest', 'estimate', 'item', 'performance', 'difficult', 'panelist', 'panelist', 'perform', 'task', 'validity', 'standard', 'base', 'estimate', 'question', 'study', 'test', 'ability', '26', 'classroom', 'teacher', 'estimate', 'item', 'performance', 'group', 'student', 'locally', 'develop', 'districtwide', 'science', 'test', 'Teachers', 'accurate', 'estimate', 'performance', 'total', 'group', 'borderline', 'group', 'case', 'accuracy', 'level', 'high', 'implication', 'finding', 'validity', 'item', 'performance', 'estimate', 'panelist', 'Angoff', 'standard', 'setting', 'method', 'discuss']","['teacher', 'ability', 'estimate', 'item', 'difficulty', 'test', 'assumption', 'Angoff', 'standard', 'setting', 'method']",Angoff 1971 standard setting method require expert panelist conceptualize candidate possess qualification interest eg minimally qualified b estimate actual item performance candidate past current research Bejar 1983 Shepard 1994 suggest estimate item performance difficult panelist panelist perform task validity standard base estimate question study test ability 26 classroom teacher estimate item performance group student locally develop districtwide science test Teachers accurate estimate performance total group borderline group case accuracy level high implication finding validity item performance estimate panelist Angoff standard setting method discuss,teacher ability estimate item difficulty test assumption Angoff standard setting method,0.02771056547843846,0.02750183419691404,0.8896671625224959,0.027190023446195664,0.027930414355955946,0.05524052670178492,0.0072394088871784714,0.0,0.04086806874022525,0.03711827907448419
Lu C.‐h.; Suen H.K.,Assessment Approaches and Cognitive Styles,1995,32,"The outcomes on multiple‐choice tests and performance‐based assessments for field‐independent and field‐dependent students were examined. A substantial interaction between cognitive style and assessment approach was found. Results suggested that performance‐based assessment tended to favor field‐independent subjects. Dependent on the purpose and intended use of assessment, this finding may raise concerns for validity based on either fairness or curriculum relevance. Copyright © 1995, Wiley Blackwell. All rights reserved",,"The outcomes on multiple‐choice tests and performance‐based assessments for field‐independent and field‐dependent students were examined. A substantial interaction between cognitive style and assessment approach was found. Results suggested that performance‐based assessment tended to favor field‐independent subjects. Dependent on the purpose and intended use of assessment, this finding may raise concerns for validity based on either fairness or curriculum relevance. Copyright © 1995, Wiley Blackwell. All rights reserved","['outcome', 'multiple‐choice', 'test', 'performance‐base', 'assessment', 'field‐independent', 'field‐dependent', 'student', 'examine', 'substantial', 'interaction', 'cognitive', 'style', 'assessment', 'approach', 'find', 'result', 'suggest', 'performance‐base', 'assessment', 'tend', 'favor', 'field‐independent', 'subject', 'dependent', 'purpose', 'intend', 'assessment', 'finding', 'raise', 'concern', 'validity', 'base', 'fairness', 'curriculum', 'relevance', 'Copyright', '©', '1995', 'Wiley', 'Blackwell', 'right', 'reserve']",,outcome multiple‐choice test performance‐base assessment field‐independent field‐dependent student examine substantial interaction cognitive style assessment approach find result suggest performance‐base assessment tend favor field‐independent subject dependent purpose intend assessment finding raise concern validity base fairness curriculum relevance Copyright © 1995 Wiley Blackwell right reserve,,0.0327714827438955,0.03281390741046895,0.8692473531351108,0.03236494676923481,0.032802309941289805,0.0,0.007018745071654913,0.0,0.0,0.11038901413907992
Allalouf A.; Ben-Shakhar G.,The effect of coaching on the predictive validity of scholastic aptitude tests,1998,35,"The present study was designed to examine whether coaching affects the predictive validity and fairness of scholastic aptitude tests. Two randomly allocated groups, coached and uncoached, were compared, and the results revealed that although coaching enhanced scores on the Israeli Psychometric Entrance Test by about 25% of a standard deviation, it did not affect predictive validity and did not create a prediction bias. These results refute claims that coaching reduces predictive validity and creates a bias against the uncoached examinees in predicting the criterion. The results are consistent with the idea that score improvement due to coaching does not result strictly from learning specific skills that are irrelevant to the criterion.",The effect of coaching on the predictive validity of scholastic aptitude tests,"The present study was designed to examine whether coaching affects the predictive validity and fairness of scholastic aptitude tests. Two randomly allocated groups, coached and uncoached, were compared, and the results revealed that although coaching enhanced scores on the Israeli Psychometric Entrance Test by about 25% of a standard deviation, it did not affect predictive validity and did not create a prediction bias. These results refute claims that coaching reduces predictive validity and creates a bias against the uncoached examinees in predicting the criterion. The results are consistent with the idea that score improvement due to coaching does not result strictly from learning specific skills that are irrelevant to the criterion.","['present', 'study', 'design', 'examine', 'coaching', 'affect', 'predictive', 'validity', 'fairness', 'scholastic', 'aptitude', 'test', 'randomly', 'allocate', 'group', 'coach', 'uncoached', 'compare', 'result', 'reveal', 'coach', 'enhance', 'score', 'israeli', 'Psychometric', 'Entrance', 'Test', '25', 'standard', 'deviation', 'affect', 'predictive', 'validity', 'create', 'prediction', 'bias', 'result', 'refute', 'claim', 'coaching', 'reduce', 'predictive', 'validity', 'create', 'bias', 'uncoached', 'examinee', 'predict', 'criterion', 'result', 'consistent', 'idea', 'score', 'improvement', 'coaching', 'result', 'strictly', 'learn', 'specific', 'skill', 'irrelevant', 'criterion']","['effect', 'coach', 'predictive', 'validity', 'scholastic', 'aptitude', 'test']",present study design examine coaching affect predictive validity fairness scholastic aptitude test randomly allocate group coach uncoached compare result reveal coach enhance score israeli Psychometric Entrance Test 25 standard deviation affect predictive validity create prediction bias result refute claim coaching reduce predictive validity create bias uncoached examinee predict criterion result consistent idea score improvement coaching result strictly learn specific skill irrelevant criterion,effect coach predictive validity scholastic aptitude test,0.8799295339511276,0.029768307906002094,0.03028146586808528,0.029382415099193086,0.03063827717559189,0.016211439698392466,0.019583493832538178,0.0,0.04653162658607657,0.011735347947388012
Stocking M.L.; Ward W.C.; Potenza M.T.,Simulating the use of disclosed items in computerized adaptive testing,1998,35,"Regular use of questions previously made available to the public (i.e., disclosed items) may provide one way to meet the requirement for large numbers of questions in a continuous testing environment, that is, an environment in which testing is offered at test taker convenience throughout the year rather than on a few prespecified test dates. First it must be shown that such use has effects on test scores small enough to be acceptable. In this study simulations are used to explore the use of disclosed items under a worst-case scenario which assumes that disclosed items are always answered correctly. Some item pool and test designs were identified in which the use of disclosed items produces effects on test scores that may be viewed as negligible.",Simulating the use of disclosed items in computerized adaptive testing,"Regular use of questions previously made available to the public (i.e., disclosed items) may provide one way to meet the requirement for large numbers of questions in a continuous testing environment, that is, an environment in which testing is offered at test taker convenience throughout the year rather than on a few prespecified test dates. First it must be shown that such use has effects on test scores small enough to be acceptable. In this study simulations are used to explore the use of disclosed items under a worst-case scenario which assumes that disclosed items are always answered correctly. Some item pool and test designs were identified in which the use of disclosed items produces effects on test scores that may be viewed as negligible.","['regular', 'question', 'previously', 'available', 'public', 'ie', 'disclose', 'item', 'provide', 'way', 'meet', 'requirement', 'large', 'number', 'question', 'continuous', 'testing', 'environment', 'environment', 'testing', 'offer', 'test', 'taker', 'convenience', 'year', 'prespecified', 'test', 'date', 'effect', 'test', 'score', 'small', 'acceptable', 'study', 'simulation', 'explore', 'disclose', 'item', 'worstcase', 'scenario', 'assume', 'disclose', 'item', 'answer', 'correctly', 'item', 'pool', 'test', 'design', 'identify', 'disclose', 'item', 'produce', 'effect', 'test', 'score', 'view', 'negligible']","['simulate', 'disclose', 'item', 'computerized', 'adaptive', 'testing']",regular question previously available public ie disclose item provide way meet requirement large number question continuous testing environment environment testing offer test taker convenience year prespecified test date effect test score small acceptable study simulation explore disclose item worstcase scenario assume disclose item answer correctly item pool test design identify disclose item produce effect test score view negligible,simulate disclose item computerized adaptive testing,0.031150869962101865,0.8752722374019806,0.03116591659168494,0.03092897014500891,0.03148200589922363,0.001966916168115183,0.0918513464387743,3.0158638170228974e-05,0.02148132605469766,0.0
Wainer H.,Using trilinear plots for NAEP state data,1996,33,"Understanding the distribution of achievement levels of students' performance in the National Assessment of Educational Progress (NAEP) is aided through the use of the trilinear chart. In this article, this chart is described and its use illustrated with data from the 1992 state NAEP mathematics assessment. It is shown that one can see readily the trends in performance for different demographic groups for all of the 44 participating jurisdictions simultaneously. It is suggested that this graphical form may be useful in other contexts, as well.",,"Understanding the distribution of achievement levels of students' performance in the National Assessment of Educational Progress (NAEP) is aided through the use of the trilinear chart. In this article, this chart is described and its use illustrated with data from the 1992 state NAEP mathematics assessment. It is shown that one can see readily the trends in performance for different demographic groups for all of the 44 participating jurisdictions simultaneously. It is suggested that this graphical form may be useful in other contexts, as well.","['understand', 'distribution', 'achievement', 'level', 'student', 'performance', 'National', 'Assessment', 'Educational', 'Progress', 'NAEP', 'aid', 'trilinear', 'chart', 'article', 'chart', 'describe', 'illustrate', 'datum', '1992', 'state', 'naep', 'mathematic', 'assessment', 'readily', 'trend', 'performance', 'different', 'demographic', 'group', '44', 'participate', 'jurisdiction', 'simultaneously', 'suggest', 'graphical', 'form', 'useful', 'context']",,understand distribution achievement level student performance National Assessment Educational Progress NAEP aid trilinear chart article chart describe illustrate datum 1992 state naep mathematic assessment readily trend performance different demographic group 44 participate jurisdiction simultaneously suggest graphical form useful context,,0.4988093248038626,0.03126698611949524,0.031099224669571678,0.031003588270053,0.4078208761370175,0.0,0.0,0.0020660734102075284,0.0,0.1239714022258584
