Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Luecht R.M.; Nungester R.J.,"Luecht, Richard M. (6602138468); Nungester, Ronald J. (6602127510)",6602138468; 6602127510,Some practical examples of computer-adaptive sequential testing,1998,Journal of Educational Measurement,35,3,,229,249,20,104,10.1111/j.1745-3984.1998.tb00537.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032148329&doi=10.1111%2fj.1745-3984.1998.tb00537.x&partnerID=40&md5=a922b468639f559b5c107fd91653942d,"Computerized testing has created new challenges for the production and administration of test forms. Many testing organizations engaged in or considering computerized testing may find themselves changing from well-established procedures for handcrafting a small number of paper-and-pencil test forms to procedures for mass producing many computerized test forms. This paper describes an integrated approach to test development and administration called computer-adaptive sequential testing, or CAST. CAST is a structured approach to test construction which incorporates both adaptive testing methods with automated test assembly to allow test developers to maintain a greater degree of control over the production, quality assurance, and administration of different types of computerized tests. CAST retains much of the efficiency of traditional computer adaptive testing (CAT) and can be modified for computer mastery testing (CMT) applications. The CAST framework is described in detail and several applications are demonstrated using a medical licensure example.",,,Article,Final,,Scopus,2-s2.0-0032148329
Stocking M.L.; Jirele T.; Lewis C.; Swanson L.,"Stocking, Martha L. (7006846128); Jirele, Thomas (6507030084); Lewis, Charles (54389552600); Swanson, Len (7201491790)",7006846128; 6507030084; 54389552600; 7201491790,Moderating possibly irrelevant multiple mean score differences on a test of mathematical reasoning,1998,Journal of Educational Measurement,35,3,,199,221,22,4,10.1111/j.1745-3984.1998.tb00534.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032148328&doi=10.1111%2fj.1745-3984.1998.tb00534.x&partnerID=40&md5=0bbb11765395c77e7f9e8df251ed460b,"A pool of items from operational tests of mathematical reasoning was constructed to investigate the feasibility of using automated test assembly (ATA) methods to simultaneously moderate possibly irrelevant differences between the performance of women and men, and African American and White test takers. None of the artificial tests exhibited substantial impact moderation, although the estimated mean scaled score differences for the relevant population indicated a modest move in the intended direction: the difference between scaled score means was reduced by about 20% for women and men and about 9% for African American and White test takers. Although many issues in the implementation of this methodology remain to be solved, the consideration of impact in ATA, along with the maintenance of the detailed test plan, appears to be a potential method of moderating possibly irrelevant mean test score differences.",,,Article,Final,,Scopus,2-s2.0-0032148328
Vispoel W.P.; Wang T.; Bleiler T.,"Vispoel, Walter P. (6603886282); Wang, Tianyou (55709761000); Bleiler, Timothy (6603213880)",6603886282; 55709761000; 6603213880,"Computerized adaptive and fixed-item testing of music listening skill: A comparison of efficiency, precision, and concurrent validity",1997,Journal of Educational Measurement,34,1,,43,63,20,13,10.1111/j.1745-3984.1997.tb00506.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031093556&doi=10.1111%2fj.1745-3984.1997.tb00506.x&partnerID=40&md5=d016ef55dddcba1f57929d2e5202e48d,"We evaluated the efficiency, precision, and concurrent validity of results obtained from adaptive and fixed-item music listening tests in three studies: (a) a computer simulation study in which each of 2,200 simulees completed a computerized adaptive tonal memory test, a computerized fixed-item tonal memory test constructed from items in the adaptive test pool, and two standardized group-administered tonal memory tests; (b) a live testing study in which each of 204 examinees took the computerized adaptive test and the standardized tests; and (c) a live testing study in which randomly equivalent groups took either the computerized adaptive test (n = 86) or the computerized fixed-item test (n = 86). The adaptive music test required 50% to 93% fewer items to match the reliability and concurrent validity of the fixed-item tests, and it yielded higher levels of reliability and concurrent validity than the fixed-item tests when test length was held constant. These findings suggest that computerized adaptive tests, which typically have been limited to visually produced items, may also be well suited for measuring skills that require aurally produced items.",,,Article,Final,,Scopus,2-s2.0-0031093556
Bock R.D.; Thissen D.; Zimowski M.F.,"Bock, R. Darrell (55436391100); Thissen, David (7003712685); Zimowski, Michele F. (6506173428)",55436391100; 7003712685; 6506173428,IRT estimation of domain scores,1997,Journal of Educational Measurement,34,3,,197,211,14,38,10.1111/j.1745-3984.1997.tb00515.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031231805&doi=10.1111%2fj.1745-3984.1997.tb00515.x&partnerID=40&md5=1cb84fae9d675325006c3ec1e52ae89f,"In classical test theory, a test is regarded as a sample of items from a domain defined by generating rules or by content, process, and format specifications. If the items are a random sample of the domain, then the percent-correct score on the test estimates the domain score, that is, the expected percent correct for all items in the domain. When the domain is represented by a large set of calibrated items, as in item banking applications, item response theory (IRT) provides an alternative estimator of the domain score by transformation of the IRT scale score on the test. This estimator has the advantage of not requiring the test items to be a random sample of the domain, and of having a simple standard error. We present here resampling results in real data demonstrating for uni- and multidimensional models that the IRT estimator is also a more accurate predictor of the domain score than is the classical percent-correct score. These results have implications for reporting outcomes of educational qualification testing and assessment.",,,Article,Final,,Scopus,2-s2.0-0031231805
Waltman K.K.,"Waltman, Kristie K. (7801509228)",7801509228,Using performance standards to link statewide achievement results to NAEP,1997,Journal of Educational Measurement,34,2,,101,121,20,2,10.1111/j.1745-3984.1997.tb00509.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031287721&doi=10.1111%2fj.1745-3984.1997.tb00509.x&partnerID=40&md5=ae2d686dc264c9f629d2b304881fceea,"The purpose of this study was to investigate the comparability in score meaning of the performance regions on the ITBS and NAEP mathematics score scales that resulted from using performance standards to establish two separate links: socially moderated and statistically moderated. A socially moderated link was established by using the same achievement level descriptions in an ITBS standard-setting study that were used in a NAEP standard-setting study. A statistically moderated link was accomplished by using an equipercentile procedure. The primary findings were that (a) social moderation yielded cutscores on the ITBS scales that resulted in larger percentages of Iowa public fourth-grade students being classified within the basic, proficient, and advanced achievement regions than those reported by NAEP; (b) the equipercentile link yielded percentages on the ITBS scale that were similar to those reported by NAEP for ""type of community"" subgroups; and (c) for students taking both assessments, the corresponding achievement regions on the NAEP and ITBS scales produced low to moderate percents of agreement in student classification.",,,Article,Final,,Scopus,2-s2.0-0031287721
Mazor K.M.; Kanjee A.; Clauser B.E.,"Mazor, Kathleen M. (6701717204); Kanjee, Anil (16686355400); Clauser, Brian E. (7003595460)",6701717204; 16686355400; 7003595460,Using Logistic Regression and the Mantel‐Haenszel With Multiple Ability Estimates to Detect Differential Item Functioning,1995,Journal of Educational Measurement,32,2,,131,144,13,32,10.1111/j.1745-3984.1995.tb00459.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988106723&doi=10.1111%2fj.1745-3984.1995.tb00459.x&partnerID=40&md5=097eae85cf758b9e9523a7537c786e2d,"Logistic regression has recently been advanced as a viable procedure for detecting differential item functioning (DIF). One of the advantages of this procedure is the considerable flexibility it offers in the specification of the regression equation. This article describes incorporating two ability estimates into a single regression analysis, with the result that substantially fewer items exhibit DIF. A comparable analysis is conducted using the Mantel‐Haenszel with similar results. It is argued that by simultaneously conditioning on two relevant ability estimates, more accurate matching of examinees in the reference and focal groups is obtained, and thus multidimensional item impact is not mistakenly identified as DIF. Copyright © 1995, Wiley Blackwell. All rights reserved",,,Article,Final,,Scopus,2-s2.0-84988106723
Camilli G.; Wang M.‐m.; Fesq J.,"Camilli, Gregory (7003383989); Wang, Ming‐mei (57190052600); Fesq, Jacqueline (57496051800)",7003383989; 57190052600; 57496051800,The Effects of Dimensionality on Equating the Law School Admission Test,1995,Journal of Educational Measurement,32,1,,79,96,17,32,10.1111/j.1745-3984.1995.tb00457.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21844503346&doi=10.1111%2fj.1745-3984.1995.tb00457.x&partnerID=40&md5=d669dd438dd839634d2cd94107fdd4aa,"Using factor analysis, we conducted an assessment of multidimensionality for 6 forms of the Law School Admission Test (LSAT) and found 2 subgroups of items or factors for each of the 6 forms. The main conclusion of the factor analysis component of this study was that the LSAT appears to measure 2 different reasoning abilities: inductive and deductive. The technique of N. J. Dorans & N. M. Kingston (1985) was used to examine the effect of dimensionality on equating. We began by calibrating (with item response theory [IRT] methods) all items on a form to obtain Set I of estimated IRT item parameters. Next, the test was divided into 2 homogeneous subgroups of items, each having been determined to represent a different ability (i.e., inductive or deductive reasoning). The items within these subgroups were then recalibrated separately to obtain item parameter estimates, and then combined into Set II. The estimated item parameters and true‐score equating tables for Sets I and II corresponded closely. Copyright © 1995, Wiley Blackwell. All rights reserved",,,Article,Final,,Scopus,2-s2.0-21844503346
Enright M.K.; Rock D.A.; Bennett R.E.,"Enright, Mary K. (7004332498); Rock, Donald A. (7102591023); Bennett, Randy Elliot (7402440584)",7004332498; 7102591023; 7402440584,Improving measurement for graduate admissions,1998,Journal of Educational Measurement,35,3,,250,267,17,11,10.1111/j.1745-3984.1998.tb00538.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032148330&doi=10.1111%2fj.1745-3984.1998.tb00538.x&partnerID=40&md5=18fa18a4a88b625e799a558b7255254c,"In this study we examined alternative item types and section configurations for improving the discriminant and convergent validity of the GRE General Test. A computer-based test of reasoning items and a generating-explanations measure was administered to a sample of 388 examinees who previously had taken the General Test. Confirmatory factor analyses indicated that three dimensions of reasoning - verbal, analytical, and quantitative - and a fourth dimension of verbal fluency based on the generating-explanations task could be distinguished. Notably, generating explanations was as distinct from new variations of reasoning items as it was from verbal and quantitative reasoning. In the full sample, this differentiation was evident in relation to such external criteria as undergraduate grade point average (UGPA), self-reported accomplishments, and a measure of ideational fluency, with generating explanations relating uniquely to aesthetic and linguistic accomplishments and to ideational fluency. For the subset of participants with undergraduate majors in the humanities and social sciences, generating explanations added to the relationship with UGPA over that contributed by the General Test.",,,Article,Final,,Scopus,2-s2.0-0032148330
Roussos L.A.; Stout W.F.,"Roussos, Louis A. (6603805095); Stout, William F. (57207542942)",6603805095; 57207542942,Simulation studies of the effects of small sample size and studied item parameters on SIBTEST and Mantel-Haenszel type I error performance,1996,Journal of Educational Measurement,33,2,,215,230,15,171,10.1111/j.1745-3984.1996.tb00490.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030170597&doi=10.1111%2fj.1745-3984.1996.tb00490.x&partnerID=40&md5=aaaf288b629b9c2d0b6d09209d5dd877,"Two simulation studies investigated Type I error performance of two statistical procedures for detecting differential item functioning (DIF): SIBTEST and Mantel-Haenszel (MH). Because MH and SIBTEST are based on asymptotic distributions requiring ""large"" numbers of examinees, the first study examined Type I error for small sample sizes. No significant Type I error inflation occurred for either procedure. Because MH has the potential for Type I error inflation for non-Rasch models, the second study used a markedly non-Rasch test and systematically varied the shape and location of the studied item. When differences in distribution across examinee group of the measured ability were present, both procedures displayed inflated Type I error for certain items; MH displayed the greater inflation. Also, both procedures displayed statistically biased estimation of the zero DIF for certain items, though SIBTEST displayed much less than MH. When no latent distributional differences were present, both procedures performed satisfactorily under all conditions.",,,Article,Final,,Scopus,2-s2.0-0030170597
Embretson S.E.,"Embretson, Susan E. (6603914093)",6603914093,Measurement Model for Linking Individual Learning to Processes and Knowledge: Application to Mathematical Reasoning,1995,Journal of Educational Measurement,32,3,,277,294,17,31,10.1111/j.1745-3984.1995.tb00467.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988073815&doi=10.1111%2fj.1745-3984.1995.tb00467.x&partnerID=40&md5=df67179693aa01019f4d62816eb0dff9,"Contemporary instructional theories increasingly emphasize the importance of linking an individual's learning to changes in cognitive processes and knowledge structures. In this article, an extension of the multidimensional Rasch model for learning and change (MRMLC) is presented so as to permit theories of processes and knowledge structures to be incorporated into the item response model. Like the MRMLC, this extension (MRMLC+) resolves some basic problems in measuring individual change and permits adaptive testing so that precise estimates of learning may be obtained. Additionally, MRMLC+ permits individual learning to be linked to substantive changes in processing and knowledge. An application to a study on the impact of short‐term instruction on mathematical problem solving shows the potential of MRMLC + for interpretations. In this study, a theoretically plausible model of knowledge structures (Mayer, Larkin, & Kadane, 1984) provides the basis of individual learning interpretations. Copyright © 1995, Wiley Blackwell. All rights reserved",,,Article,Final,,Scopus,2-s2.0-84988073815
Powers D.E.; Leung S.W.,"Powers, Donald E. (7202818498); Leung, Susan Wilson (41461609300)",7202818498; 41461609300,Answering the New SAT Reading Comprehension Questions Without the Passages,1995,Journal of Educational Measurement,32,2,,105,129,24,17,10.1111/j.1745-3984.1995.tb00458.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988058839&doi=10.1111%2fj.1745-3984.1995.tb00458.x&partnerID=40&md5=fd080c8f55ef0ca475f738d40e886bb6,"It has been reasonably well established that test takers can, to varying degrees, answer some reading comprehension questions without reading the passages on which the questions are based, even for carefully constructed measures like the Scholastic Aptitude Test (SAT). The aim of this study was to determine what test‐taking strategies examinees use, and which are related to test performance, when reading passages are not available. The research focused on reading comprehension questions similar to those that will be used in the revised SAT, to be introduced in 1994. The most often cited strategies involved choosing answers on the basis of consistency with other questions and reconstructing the main theme of a missing passage from all of the questions and answers in a set. These strategies were more likely to result in successful performance on individual test items than were any of many other possible (and less constructrelevant) strategies. Copyright © 1995, Wiley Blackwell. All rights reserved",,,Article,Final,,Scopus,2-s2.0-84988058839
Luecht R.M.,"Luecht, Richard M. (6602138468)",6602138468,"A reaction to ""moderating possibly irrelevant multiple mean score differences on a test of mathematical reasoning",1998,Journal of Educational Measurement,35,3,,223,225,2,0,10.1111/j.1745-3984.1998.tb00535.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032148331&doi=10.1111%2fj.1745-3984.1998.tb00535.x&partnerID=40&md5=921da7e3fafabb75d257a8670a03cfa0,"A pool of items from operational tests of mathematical reasoning was constructed
to investigate the feasibility of using automated test assembly (ATA) methods to
simultaneously moderate possibly irrelevant differences between the performance
of women and men, and African American and White test takers. None of the
artificial tests exhibited substantial impact moderation, although the estimated
mean scaled score differences for the relevant population indicated a modest move in the intended direction: the difference between scaled score means was reduced by about 20% for women and men and about 9% for African American and White test takers. Although many issues in the implementation of this methodology remain to be solved, the consideration of impact in ATA, along with the maintenance of the detailed test plan, appears to be a potential method of moderating possibly irrelevant mean test score differences.",,,Article,Final,,Scopus,2-s2.0-0032148331
Camilli G.; Penfield D.A.,"Camilli, Gregory (7003383989); Penfield, Douglas A. (6603331635)",7003383989; 6603331635,Variance estimation for differential test functioning based on Mantel-Haenszel statistics,1997,Journal of Educational Measurement,34,2,,123,139,16,35,10.1111/j.1745-3984.1997.tb00510.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031162007&doi=10.1111%2fj.1745-3984.1997.tb00510.x&partnerID=40&md5=14ac281322528d90e53b6e444b0ba04f,"This article concerns the simultaneous assessment of DIF for a collection of test items. Rather than an average or sum in which positive and negative DIF may cancel, we propose an index that measures the variance of DIF on a test as an indicator of the degree to which different items show DIF in different directions. It is computed from standard Mantel-Haenszel statistics (the log-odds ratio and its variance error) and may be conceptually classified as a variance component or variance effect size. Evaluated by simulation under three item response models (1PL, 2PL, and 3PL), the index is shown to be an accurate estimate of the DTF generating parameter in the case of the IPL and 2PL models with groups of equal ability. For groups of unequal ability, the index is accurate under the 1PL but not the 2PL condition; however, a weighted version of the index provides improved estimates. For the 3PL condition, the DTF generating parameter is underestimated. This latter result is due in part to a mismatch in the scales of the log-odds ratio and IRT difficulty.",,,Article,Final,,Scopus,2-s2.0-0031162007
Roussos L.A.; Stout W.F.; Marden J.I.,"Roussos, Louis A. (6603805095); Stout, William F. (57207542942); Marden, John I. (7004287772)",6603805095; 57207542942; 7004287772,Using new proximity measures with hierarchical cluster analysis to detect multidimensionality,1998,Journal of Educational Measurement,35,1,,1,30,29,61,10.1111/j.1745-3984.1998.tb00525.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032016556&doi=10.1111%2fj.1745-3984.1998.tb00525.x&partnerID=40&md5=bbbe8303933786b834291ad7d6f68912,"A new approach for partitioning test items into dimensionally distinct item clusters is introduced. The core of the approach is a new item-pair conditional-covariance-based proximity measure that can be used with hierarchical cluster analysis. An extensive simulation study designed to test the limits of the approach indicates that when approximate simple structure holds, the procedure can correctly partition the test into dimensionally homogeneous item clusters even for very high correlations between the latent dimensions. In particular, the procedure can correctly classify (on average) over 90% of the items for correlations as high as .9. The cooperative role that the procedure can play when used in conjunction with other dimensionality assessment procedures is discussed.",,,Article,Final,,Scopus,2-s2.0-0032016556
