Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Lee W.-Y.; Cho S.-J.,"Lee, Woo-Yeol (56972726400); Cho, Sun-Joo (36459479300)",56972726400; 36459479300,Detecting Differential Item Discrimination (DID) and the Consequences of Ignoring DID in Multilevel Item Response Models,2017,Journal of Educational Measurement,54,3,,364,393,29,5,10.1111/jedm.12148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028532618&doi=10.1111%2fjedm.12148&partnerID=40&md5=ba4b34f7bc3c0e0cd4a25933a748bf16,"Cross-level invariance in a multilevel item response model can be investigated by testing whether the within-level item discriminations are equal to the between-level item discriminations. Testing the cross-level invariance assumption is important to understand constructs in multilevel data. However, in most multilevel item response model applications, the cross-level invariance is assumed without testing of the cross-level invariance assumption. In this study, the detection methods of differential item discrimination (DID) over levels and the consequences of ignoring DID are illustrated and discussed with the use of multilevel item response models. Simulation results showed that the likelihood ratio test (LRT) performed well in detecting global DID at the test level when some portion of the items exhibited DID. At the item level, the Akaike information criterion (AIC), the sample-size adjusted Bayesian information criterion (saBIC), LRT, and Wald test showed a satisfactory rejection rate (>.8) when some portion of the items exhibited DID and the items had lower intraclass correlations (or higher DID magnitudes). When DID was ignored, the accuracy of the item discrimination estimates and standard errors was mainly problematic. Implications of the findings and limitations are discussed. Copyright © 2017 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85028532618
Albano A.D.; Cai L.; Lease E.M.; McConnell S.R.,"Albano, Anthony D. (46861058700); Cai, Liuhan (57203864499); Lease, Erin M. (56436416900); McConnell, Scott R. (7103018569)",46861058700; 57203864499; 56436416900; 7103018569,Computerized Adaptive Testing in Early Education: Exploring the Impact of Item Position Effects on Ability Estimation,2019,Journal of Educational Measurement,56,2,,437,451,14,5,10.1111/jedm.12215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066808627&doi=10.1111%2fjedm.12215&partnerID=40&md5=4c5846039da50136b7ef2f12f0e5ed5c,"Studies have shown that item difficulty can vary significantly based on the context of an item within a test form. In particular, item position may be associated with practice and fatigue effects that influence item parameter estimation. The purpose of this research was to examine the relevance of item position specifically for assessments used in early education, an area of testing that has received relatively limited psychometric attention. In an initial study, multilevel item response models fit to data from an early literacy measure revealed statistically significant increases in difficulty for items appearing later in a 20-item form. The estimated linear change in logits for an increase of 1 in position was.024, resulting in a predicted change of.46 logits for a shift from the beginning to the end of the form. A subsequent simulation study examined impacts of item position effects on person ability estimation within computerized adaptive testing. Implications and recommendations for practice are discussed. © 2019 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85066808627
Debeer D.; Janssen R.; De Boeck P.,"Debeer, Dries (55765500900); Janssen, Rianne (7202677512); De Boeck, Paul (7005323510)",55765500900; 7202677512; 7005323510,Modeling Skipped and Not-Reached Items Using IRTrees,2017,Journal of Educational Measurement,54,3,,333,363,30,37,10.1111/jedm.12147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028548999&doi=10.1111%2fjedm.12147&partnerID=40&md5=c659fca13ca7984762a28c1ef8880864,"When dealing with missing responses, two types of omissions can be discerned: items can be skipped or not reached by the test taker. When the occurrence of these omissions is related to the proficiency process the missingness is nonignorable. The purpose of this article is to present a tree-based IRT framework for modeling responses and omissions jointly, taking into account that test takers as well as items can contribute to the two types of omissions. The proposed framework covers several existing models for missing responses, and many IRTree models can be estimated using standard statistical software. Further, simulated data is used to show that ignoring missing responses is less robust than often considered. Finally, as an illustration of its applicability, the IRTree approach is applied to data from the 2009 PISA reading assessment. Copyright © 2017 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85028548999
Wesolowski B.C.; Wind S.A.,"Wesolowski, Brian C. (56671416500); Wind, Stefanie A. (55616798300)",56671416500; 55616798300,Pedagogical Considerations for Examining Rater Variability in Rater-Mediated Assessments: A Three-Model Framework,2019,Journal of Educational Measurement,56,3,,521,546,25,2,10.1111/jedm.12224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069917988&doi=10.1111%2fjedm.12224&partnerID=40&md5=0bc8750518e0695850657b6c07c56244,"Rater-mediated assessments are a common methodology for measuring persons, investigating rater behavior, and/or defining latent constructs. The purpose of this article is to provide a pedagogical framework for examining rater variability in the context of rater-mediated assessments using three distinct models. The first model is the observation model, which includes ecological/environmental considerations for the evaluation system. The second model is the measurement model, which includes the transformation of observed, rater response data to linear measures using a measurement model with specific requirements of rater-invariant measurement in order to examine raters’ construct-relevant variability stemming from the evaluative system. The third model is the interaction model, which includes an interaction parameter to allow for the investigation into raters’ systematic, construct-irrelevant variability stemming from the evaluative system. Implications for measurement outcomes and validity are discussed. © 2019 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85069917988
Wu Q.; De Laet T.; Janssen R.,"Wu, Qian (57194242571); De Laet, Tinne (15761675700); Janssen, Rianne (7202677512)",57194242571; 15761675700; 7202677512,Modeling Partial Knowledge on Multiple-Choice Items Using Elimination Testing,2019,Journal of Educational Measurement,56,2,,391,414,23,3,10.1111/jedm.12213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066808461&doi=10.1111%2fjedm.12213&partnerID=40&md5=a6f6df5bacd6245997ee0a534c6ef26d,"Single-best answers to multiple-choice items are commonly dichotomized into correct and incorrect responses, and modeled using either a dichotomous item response theory (IRT) model or a polytomous one if differences among all response options are to be retained. The current study presents an alternative IRT-based modeling approach to multiple-choice items administered with the procedure of elimination testing, which asks test-takers to eliminate all the response options they consider to be incorrect. The partial credit model is derived for the obtained responses. By extracting more information pertaining to test-takers’ partial knowledge on the items, the proposed approach has the advantage of providing more accurate estimation of the latent ability. In addition, it may shed some light on the possible answering processes of test-takers on the items. As an illustration, the proposed approach is applied to a classroom examination of an undergraduate course in engineering science. © 2019 by the National Council on Measurement in Education",elimination testing; IRT; multiple-choice items; partial credit model; scoring group analysis,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85066808461
Svetina D.; Liaw Y.-L.; Rutkowski L.; Rutkowski D.,"Svetina, Dubravka (36696956800); Liaw, Yuan-Ling (57194495624); Rutkowski, Leslie (30567756500); Rutkowski, David (30567720500)",36696956800; 57194495624; 30567756500; 30567720500,Routing Strategies and Optimizing Design for Multistage Testing in International Large-Scale Assessments,2019,Journal of Educational Measurement,56,1,,192,213,21,10,10.1111/jedm.12206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062833585&doi=10.1111%2fjedm.12206&partnerID=40&md5=78da6cb86baaf2379bf5b2680f7e1644,"This study investigates the effect of several design and administration choices on item exposure and person/item parameter recovery under a multistage test (MST) design. In a simulation study, we examine whether number-correct (NC) or item response theory (IRT) methods are differentially effective at routing students to the correct next stage(s) and whether routing choices (optimal versus suboptimal routing) have an impact on achievement precision. Additionally, we examine the impact of testlet length on both person and item recovery. Overall, our results suggest that no single approach works best across the studied conditions. With respect to the mean person parameter recovery, IRT scoring (via either Fisher information or preliminary EAP estimates) outperformed classical NC methods, although differences in bias and root mean squared error were generally small. Item exposure rates were found to be more evenly distributed when suboptimal routing methods were used, and item recovery (both difficulty and discrimination) was most precisely observed for items with moderate difficulties. Based on the results of the simulation study, we draw conclusions and discuss implications for practice in the context of international large-scale assessments that recently introduced adaptive assessment in the form of MST. Future research directions are also discussed. © 2019 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85062833585
Kim H.J.; Brennan R.L.; Lee W.-C.,"Kim, Hyung Jin (57211830150); Brennan, Robert L. (34975092300); Lee, Won-Chan (57203094500)",57211830150; 34975092300; 57203094500,Structural Zeros and Their Implications With Log-Linear Bivariate Presmoothing Under the Internal-Anchor Design,2017,Journal of Educational Measurement,54,2,,145,164,19,1,10.1111/jedm.12138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020193234&doi=10.1111%2fjedm.12138&partnerID=40&md5=6a3c15fe9aed2b7337e96d42ac8a8ed4,"In equating, when common items are internal and scoring is conducted in terms of the number of correct items, some pairs of total scores (X) and common-item scores (V) can never be observed in a bivariate distribution of X and V; these pairs are called structural zeros. This simulation study examines how equating results compare for different approaches to handling structural zeros. The study considers four approaches: the no-smoothing, unique-common, total-common, and adjusted total-common approaches. This study led to four main findings: (1) the total-common approach generally had the worst results; (2) for relatively small effect sizes, the unique-common approach generally had the smallest overall error; (3) for relatively large effect sizes, the adjusted total-common approach generally had the smallest overall error; and, (4) if sole interest focuses on reducing bias only, the adjusted total-common approach was generally preferable. These results suggest that, when common items are internal and log-linear bivariate presmoothing is performed, structural zeros should be maintained, even if there is some loss in the moment preservation property. Copyright © 2017 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85020193234
Andrich D.; Marais I.,"Andrich, David (7004058358); Marais, Ida (8370969800)",7004058358; 8370969800,Controlling Bias in Both Constructed Response and Multiple-Choice Items When Analyzed With the Dichotomous Rasch Model,2018,Journal of Educational Measurement,55,2,,281,307,26,4,10.1111/jedm.12176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048049121&doi=10.1111%2fjedm.12176&partnerID=40&md5=316eb9bde8a69045090975011661fa06,"Even though guessing biases difficulty estimates as a function of item difficulty in the dichotomous Rasch model, assessment programs with tests which include multiple-choice items often construct scales using this model. Research has shown that when all items are multiple-choice, this bias can largely be eliminated. However, many assessments have a combination of multiple-choice and constructed response items. Using vertically scaled numeracy assessments from a large-scale assessment program, this article shows that eliminating the bias on estimates of the multiple-choice items also impacts on the difficulty estimates of the constructed response items. This implies that the original estimates of the constructed response items were biased by the guessing on the multiple-choice items. This bias has implications for both defining difficulties in item banks for use in adaptive testing composed of both multiple-choice and constructed response items, and for the construction of proficiency scales. Copyright © 2018 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85048049121
Clauser B.E.; Baldwin P.; Margolis M.J.; Mee J.; Winward M.,"Clauser, Brian E. (7003595460); Baldwin, Peter (34867881100); Margolis, Melissa J. (7101753505); Mee, Janet (23498092200); Winward, Marcia (35114225100)",7003595460; 34867881100; 7101753505; 23498092200; 35114225100,An Experimental Study of the Internal Consistency of Judgments Made in Bookmark Standard Setting,2017,Journal of Educational Measurement,54,4,,481,497,16,9,10.1111/jedm.12157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036499092&doi=10.1111%2fjedm.12157&partnerID=40&md5=d1be3b3f9b540f8a6f357b440dd86d68,"Validating performance standards is challenging and complex. Because of the difficulties associated with collecting evidence related to external criteria, validity arguments rely heavily on evidence related to internal criteria—especially evidence that expert judgments are internally consistent. Given its importance, it is somewhat surprising that evidence of this kind has rarely been published in the context of the widely used bookmark standard-setting procedure. In this article we examined the effect of ordered item booklet difficulty on content experts’ bookmark judgments. If panelists make internally consistent judgments, their resultant cut scores should be unaffected by the difficulty of their respective booklets. This internal consistency was not observed: the results suggest that substantial systematic differences in the resultant cut scores can arise when the difficulty of the ordered item booklets varies. These findings raise questions about the ability of content experts to make the judgments required by the bookmark procedure. Copyright © 2017 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85036499092
Wiberg M.; González J.,"Wiberg, Marie (7006479952); González, Jorge (55450693300)",7006479952; 55450693300,Statistical Assessment of Estimated Transformations in Observed-Score Equating,2016,Journal of Educational Measurement,53,1,,106,125,19,19,10.1111/jedm.12103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960421044&doi=10.1111%2fjedm.12103&partnerID=40&md5=0358e439e0d040edf322a415b011643e,"Equating methods make use of an appropriate transformation function to map the scores of one test form into the scale of another so that scores are comparable and can be used interchangeably. The equating literature shows that the ways of judging the success of an equating (i.e., the score transformation) might differ depending on the adopted framework. Rather than targeting different parts of the equating process and aiming to evaluate the process from different aspects, this article views the equating transformation as a standard statistical estimator and discusses how this estimator should be assessed in an equating framework. For the kernel equating framework, a numerical illustration shows the potentials of viewing the equating transformation as a statistical estimator as opposed to assessing it using equating-specific criteria. A discussion on how this approach can be used to compare other equating estimators from different frameworks is also included. © 2016 by the National Council on Measurement in Education.",,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84960421044
Herborn K.; Mustafić M.; Greiff S.,"Herborn, Katharina (57193518131); Mustafić, Maida (41762293700); Greiff, Samuel (36991893700)",57193518131; 41762293700; 36991893700,Mapping an Experiment-Based Assessment of Collaborative Behavior Onto Collaborative Problem Solving in PISA 2015: A Cluster Analysis Approach for Collaborator Profiles,2017,Journal of Educational Measurement,54,1,,103,122,19,18,10.1111/jedm.12135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014566264&doi=10.1111%2fjedm.12135&partnerID=40&md5=3793d4d477dda3cf5a0d45114ca27376,"Collaborative problem solving (CPS) assessment is a new academic research field with a number of educational implications. In 2015, the Programme for International Student Assessment (PISA) assessed CPS with a computer-simulated human-agent (H-A) approach that claimed to measure 12 individual CPS skills for the first time. After reviewing the approach, we conceptually embedded a computer-based collaborative behavior assessment (COLBAS) into the overarching PISA 2015 CPS approach. COLBAS is an H-A CPS assessment instrument that can be used to measure certain aspects of CPS. In addition, we applied a model-based cluster analysis to the embedded COLBAS aspects. The analysis revealed three types of student collaborator profiles that differed in cognitive performance and motivation: (a) passive low-performing (non-)collaborators, (b) active high-performing collaborators, and (c) compensating collaborators. Copyright © 2017 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85014566264
Wind S.A.; Jones E.,"Wind, Stefanie A. (55616798300); Jones, Eli (57206203420)",55616798300; 57206203420,Exploring the Influence of Range Restrictions on Connectivity in Sparse Assessment Networks: An Illustration and Exploration Within the Context of Classroom Observations,2018,Journal of Educational Measurement,55,2,,217,242,25,13,10.1111/jedm.12173,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048032701&doi=10.1111%2fjedm.12173&partnerID=40&md5=8e182f7b580ed05362c8c275f6c262ff,"Range restrictions, or raters’ tendency to limit their ratings to a subset of available rating scale categories, are well documented in large-scale teacher evaluation systems based on principal observations. When these restrictions occur, the ratings observed during operational teacher evaluations are limited to a subset of the available categories. However, range restrictions are less common within teacher performances that are used to establish links (anchor ratings) in otherwise disconnected assessment systems. As a result, principals’ category use may be different between anchor ratings and operational ratings. The purpose of this study is to explore the consequences of discrepancies in rating scale category use across operational and anchor ratings within the context of teacher evaluation systems based on principal observations. First, we used real data to illustrate the presence of range restriction in operational ratings, and the effect of this restriction on connectivity. Then, we used simulated data to explore these effects using experimental manipulation. Results suggested that discrepancies in range restriction between anchor and operational ratings do not systematically impact the precision of teacher, principal, and teaching practice estimates. We discuss the implications of these results in terms of research and practice for teacher evaluation systems. Copyright © 2018 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85048032701
