Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Van Der Linden W.J.,"Van Der Linden, Wim J. (55409657500)",55409657500,A comparison of item-selection methods for adaptive tests with content constraints,2005,Journal of Educational Measurement,42,3,,283,302,19,28,10.1111/j.1745-3984.2005.00015.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644498561&doi=10.1111%2fj.1745-3984.2005.00015.x&partnerID=40&md5=6f7385f33f12173d1480709a7266c1d3,"In test assembly, a fundamental difference exists between algorithms that select a test sequentially or simultaneously. Sequential assembly allows us to optimize an objective function at the examinee's ability estimate, such as the test information function in computerized adaptive testing. But it leads to the non-trivial problem of how to realize a set of content constraints on the test - a problem more naturally solved by a simultaneous item-selection method. Three main item-selection methods in adaptive testing offer solutions to this dilemma. The spiraling method moves item selection across categories of items in the pool proportionally to the numbers needed from them. Item selection by the weighted-deviations method (WDM) and the shadow test approach (STA) is based on projections of the future consequences of selecting an item. These two methods differ in that the former calculates a projection of a weighted sum of the attributes of the eventual test and the latter a projection of the test itself. The pros and cons of these methods are analyzed. An empirical comparison between the WDM and STA was conducted for an adaptive version of the Law School Admission Test (LSAT), which showed equally good item-exposure rates but violations of some of the constraints and larger bias and inaccuracy of the ability estimator for the WDM.",,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-24644498561
Henson R.; Templin J.; Douglas J.,"Henson, Robert (14622483200); Templin, Jonathan (23010693000); Douglas, Jeffrey (7403213236)",14622483200; 23010693000; 7403213236,Using efficient model based sum-scores for conducting skills diagnoses,2007,Journal of Educational Measurement,44,4,,361,376,15,29,10.1111/j.1745-3984.2007.00044.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36349014314&doi=10.1111%2fj.1745-3984.2007.00044.x&partnerID=40&md5=fbfd48aeff812be7c48cf96a073cd2b7,"Consider test data, a specified set of dichotomous skills measured by the test, and an IRT cognitive diagnosis model (ICDM). Statistical estimation of the data set using the ICDM can provide examinee estimates of mastery for these skills, referred to generally as attributes. With such detailed information about each examinee, future instruction can be tailored specifically for each student, often referred to as formative assessment. However, use of such cognitive diagnosis models to estimate skills in classrooms can require computationally intensive and complicated statistical estimation algorithms, which can diminish the breadth of applications of attribute level diagnosis. We explore the use of sum-scores (each attribute measured by a sum-score) combined with estimated model-based sum-score mastery/nonmastery cutoffs as an easy-to-use and intuitive method to estimate attribute mastery in classrooms and other settings where simple skills diagnostic approaches are desirable. Using a simulation study of skills diagnosis test settings and assuming a test consisting of a model-based calibrated set of items, correct classification rates (CCRs) are compared among four model-based approaches for estimating attribute mastery, namely using full model-based estimation and three different methods of computing sum-scores (simple sum-scores, complex sum-scores, and weighted complex sum-scores) combined with model-based mastery sum-score cutoffs. In summary, the results suggest that model-based sum-scores and mastery cutoffs can be used to estimate examinee attribute mastery with only moderate reductions in CCRs in comparison with the full model-based estimation approach. Certain topics are mentioned that are currently being investigated, especially applications in classroom and textbook settings. © 2007 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-36349014314
Gorin J.S.,"Gorin, Joanna S. (9249493900)",9249493900,Manipulating processing difficulty of reading comprehension questions: The feasibility of verbal item generation,2005,Journal of Educational Measurement,42,4,,351,373,22,49,10.1111/j.1745-3984.2005.00020.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30344484274&doi=10.1111%2fj.1745-3984.2005.00020.x&partnerID=40&md5=f34b9776233329222ea4faaff9514300,"Based on a previously validated cognitive processing model of reading comprehension, this study experimentally examines potential generative components of text-based multiple-choice reading comprehension test questions. Previous research (Embretson & Wetzel, 1987; Gorin & Embretson, 2005; Sheehan & Ginther, 2001) shows text encoding and decision processes account for significant proportions of variance in item difficulties. In the current study, Linear Logistic Latent Trait Model (LLTM; Fischer, 1973) parameter estimates of experimentally manipulated items are examined to further verify the impact of encoding and decision processes on item difficulty. Results show that manipulation of some passage features, such as increased use of negative wording, significantly increases item difficulty in some cases, whereas others, such as altering the order of information presentation in a passage, did not significantly affect item difficulty, but did affect reaction time. These results suggest that reliable changes in difficulty and response time through algorithmic manipulation of certain task features is feasible. However, non-significant results for several manipulations highlight potential challenges to item generation in establishing direct links between theoretically relevant item features and individual item processing. Further examination of these relationships will be informative to item writers as well as test developers interested in the feasibility of item generation as an assessment tool.",,,Article,Final,,Scopus,2-s2.0-30344484274
Lamprianou I.; Boyle B.,"Lamprianou, Iasonas (7801460815); Boyle, Bill (12239706400)",7801460815; 12239706400,Accuracy of measurement in the context of mathematics National Curriculum tests in England for ethnic minority pupils and pupils who speak English as an additional language,2004,Journal of Educational Measurement,41,3,,239,259,20,19,10.1111/j.1745-3984.2004.tb01164.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344289311&doi=10.1111%2fj.1745-3984.2004.tb01164.x&partnerID=40&md5=dde4b74f9915cc831907b938170116ab,"Research has suggested that inappropriate or misfitting response patterns may have detrimental effects on the quality and validity of measurement. It has been suggested that factors like language and ethnic background are related to the generation of misfitting response patterns, but the empirical research on this is rather poor. This research analyzes data from three testing cycles of the National Curriculum tests in mathematics in England using the Rasch model. It was found that pupils having English as an additional language and pupils belonging to ethnic minorities are significantly more likely to generate aberrant response patterns. However, within the groups of pupils belonging to ethnic minorities, those who speak English as an additional language are not significantly more likely to generate misfitting response patterns. This may indicate that the ethnic background effect is more significant than the effect of the first language spoken. The results suggest that pupils having English as an additional language and pupils belonging to ethnic minorities are mismeasured significantly more than the remainder of pupils by taking the mathematics National Curriculum tests. More research is needed to generalize the results to other subjects and contexts.",,,Article,Final,,Scopus,2-s2.0-6344289311
Yao L.; Boughton K.,"Yao, Lihua (24460828900); Boughton, Keith (6602432238)",24460828900; 6602432238,Multidimensional linking for tests with mixed item types,2009,Journal of Educational Measurement,46,2,,177,197,20,15,10.1111/j.1745-3984.2009.00076.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749121294&doi=10.1111%2fj.1745-3984.2009.00076.x&partnerID=40&md5=1cb245d4a09473a0c1dd6a429bbf77da,"Numerous assessments contain a mixture of multiple choice (MC) and constructed response (CR) item types and many have been found to measure more than one trait. Thus, there is a need for multidimensional dichotomous and polytomous item response theory (IRT) modeling solutions, including multidimensional linking software. For example, multidimensional item response theory (MIRT) may have a promising future in subscale score proficiency estimation, leading toward a more diagnostic orientation, which requires the linking of these subscale scores across different forms and populations. Several multidimensional linking studies can be found in the literature; however, none have used a combination of MC and CR item types. Thus, this research explores multidimensional linking accuracy for tests composed of both MC and CR items using a matching test characteristic/response function approach. The two-dimensional simulation study presented here used real data-derived parameters from a large-scale statewide assessment with two subscale scores for diagnostic profiling purposes, under varying conditions of anchor set lengths (6, 8, 16, 32, 60), across 10 population distributions, with a mixture of simple versus complex structured items, using a sample size of 3,000. It was found that for a well chosen anchor set, the parameters recovered well after equating across all populations, even for anchor sets composed of as few as six items. © 2009 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-66749121294
Gierl M.J.; Cui Y.; Zhou J.,"Gierl, Mark J. (6701316189); Cui, Ying (35208098100); Zhou, Jiawen (23571309100)",6701316189; 35208098100; 23571309100,Reliability and attribute-based scoring in cognitive diagnostic assessment,2009,Journal of Educational Measurement,46,3,,293,313,20,27,10.1111/j.1745-3984.2009.00082.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749107348&doi=10.1111%2fj.1745-3984.2009.00082.x&partnerID=40&md5=4e6cd2ca992c373f3e13708c9ad6a9fc,"The attribute hierarchy method (AHM) is a psychometric procedure for classifying examinees' test item responses into a set of structured attribute patterns associated with different components from a cognitive model of task performance. Results from an AHM analysis yield information on examinees' cognitive strengths and weaknesses. Hence, the AHM can be used for cognitive diagnostic assessment. The purpose of this study is to introduce and evaluate a new concept for assessing attribute reliability using the ratio of true score variance to observed score variance on items that probe specific cognitive attributes. This reliability procedure is evaluated and illustrated using both simulated data and student response data from a sample of algebra items taken from the March 2005 administration of the SAT. The reliability of diagnostic scores and the implications for practice are also discussed. © 2009 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-69749107348
Betebenner D.W.; Shang Y.; Xiang Y.; Zhao Y.; Yue X.,"Betebenner, Damian W. (6602136214); Shang, Yi (36721772300); Xiang, Yun (36830174200); Zhao, Yan (24282144100); Yue, Xiaohui (24281971800)",6602136214; 36721772300; 36830174200; 24282144100; 24281971800,The impact of performance level misclassification on the accuracy and precision of percent at performance level measures,2008,Journal of Educational Measurement,45,2,,119,137,18,11,10.1111/j.1745-3984.2007.00056.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949130768&doi=10.1111%2fj.1745-3984.2007.00056.x&partnerID=40&md5=98f65b2c1264ad0bba2694948d5ebaf4,"No Child Left Behind (NCLB) performance mandates, embedded within state accountability systems, focus school AYP (adequate yearly progress) compliance squarely on the percentage of students at or above proficient. The singular importance of this quantity for decision-making purposes has initiated extensive research into percent proficient as a measure of school quality. In particular, technical discussions have scrutinized the impact of sampling, measurement, and other sources of error on percent proficient statistics. In this article, we challenge the received orthodoxy that measurement error associated with individual students' scores is inconsequential for aggregate percent proficient statistics. Synthesizing current classification accuracy research with techniques from randomized response designs, we establish results which specify the extent to which measurement error - manifest as performance level misclassifications - produces bias and increases error variability for percent at performance level statistics. The results have direct relevance for the design of coherent and fair accountability systems based upon assessment outcomes. © 2008 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-43949130768
Muckle T.J.; Karabatsos G.,"Muckle, Timothy J. (26644402100); Karabatsos, George (6603507883)",26644402100; 6603507883,Hierarchical generalized linear models for the analysis of judge ratings,2009,Journal of Educational Measurement,46,2,,198,219,21,14,10.1111/j.1745-3984.2009.00078.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749116633&doi=10.1111%2fj.1745-3984.2009.00078.x&partnerID=40&md5=65110b5cc161551c30ec34228a531e4a,"It is known that the Rasch model is a special two-level hierarchical generalized linear model (HGLM). This article demonstrates that the many-faceted Rasch model (MFRM) is also a special case of the two-level HGLM, with a random intercept representing examinee ability on a test, and fixed effects for the test items, judges, and possibly other facets. This perspective suggests useful modeling extensions of the MFRM. For example, in the HGLM framework it is possible to model random effects for items and judges in order to assess their stability across examinees. The MFRM can also be extended so that item difficulty and judge severity are modeled as functions of examinee characteristics (covariates), for the purposes of detecting differential item functioning and differential rater functioning. Practical illustrations of the HGLM are presented through the analysis of simulated and real judge-mediated data sets involving ordinal responses. © 2009 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-66749116633
Li Y.H.; Lissitz R.W.,"Li, Yuan H. (8724941600); Lissitz, Robert W. (6602902644)",8724941600; 6602902644,Applications of the analytically derived asymptotic standard errors of item response theory item parameter estimates,2004,Journal of Educational Measurement,41,2,,85,117,32,16,10.1111/j.1745-3984.2004.tb01109.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544331650&doi=10.1111%2fj.1745-3984.2004.tb01109.x&partnerID=40&md5=cb4de351639ec0030ffe1aaa73979279,"The analytically derived asymptotic standard errors (SEs) of maximum likelihood (ML) item estimates can be approximated by a mathematical function without examinees' responses to test items, and the empirically determined SEs of marginal maximum likelihood estimation (MMLE)/Bayesian item estimates can be obtained when the same set of items is repeatedly estimated from the simulation (or resampling) test data. The latter method will result in rather stable and accurate SE estimates as the number of replications increases, but requires cumbersome and time-consuming calculations. Instead of using the empirically determined method, the adequacy of using the analytical-based method in predicting the SEs for item parameter estimates was examined by comparing results produced from both approaches. The results indicated that the SEs yielded from both approaches were, in most cases, very similar, especially when they were applied to a generalized partial credit model. This finding encourages test practitioners and researchers to apply the analytically asymptotic SEs of item estimates to the context of item-linking studies, as well as to the method of quantifying the SEs of equating scores for the item response theory (IRT) true-score method. Three-dimensional graphical presentation for the analytical SEs of item estimates as the bivariate function of item difficulty together with item discrimination was also provided for a better understanding of several frequently used IRT models.",,,Article,Final,,Scopus,2-s2.0-4544331650
Armstrong R.D.; Shi M.,"Armstrong, Ronald D. (7401712476); Shi, Min (35190979500)",7401712476; 35190979500,Model-free CUSUM methods for person fit,2009,Journal of Educational Measurement,46,4,,408,428,20,12,10.1111/j.1745-3984.2009.00090.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549160340&doi=10.1111%2fj.1745-3984.2009.00090.x&partnerID=40&md5=e24d85571bcc80e2fd6e2cac9f3d2844,This article demonstrates the use of a new class of model-free cumulative sum (CUSUM) statistics to detect person fit given the responses to a linear test. The fundamental statistic being accumulated is the likelihood ratio of two probabilities. The detection performance of this CUSUM scheme is compared to other model-free person-fit statistics found in the literature as well as an adaptation of another CUSUM approach. The study used both simulated responses and real response data from a large-scale standardized admission test. © 2009 by the National Council on Measurement in Education.,,,Article,Final,,Scopus,2-s2.0-71549160340
Almond R.G.; DiBello L.V.; Moulder B.; Zapata-Rivera J.-D.,"Almond, Russell G. (7003588488); DiBello, Louis V. (23008058600); Moulder, Brad (6506077346); Zapata-Rivera, Juan-Diego (57225684096)",7003588488; 23008058600; 6506077346; 57225684096,Modeling diagnostic assessments with bayesian networks,2007,Journal of Educational Measurement,44,4,,341,359,18,55,10.1111/j.1745-3984.2007.00043.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36348987259&doi=10.1111%2fj.1745-3984.2007.00043.x&partnerID=40&md5=2f5a1148c7056f6ad037cb9cd0fa247f,"This paper defines Bayesian network models and examines their applications to IRT-based cognitive diagnostic modeling. These models are especially suited to building inference engines designed to be synchronous with the finer grained student models that arise in skills diagnostic assessment. Aspects of the theory and use of Bayesian network models are reviewed, as they affect applications to diagnostic assessment. The paper discusses how Bayesian network models are set up with expert information, improved and calibrated from data, and deployed as evidence-based inference engines. Aimed at a general educational measurement audience, the paper illustrates the flexibility and capabilities of Bayesian networks through a series of concrete examples, and without extensive technical detail. Examples are provided of proficiency spaces with direct dependencies among proficiency nodes, and of customized evidence models for complex tasks. This paper is intended to motivate educational measurement practitioners to learn more about Bayesian networks from the research literature, to acquire readily available Bayesian network software, to perform studies with real and simulated data sets, and to look for opportunities in educational settings that may benefit from diagnostic assessment fueled by Bayesian network modeling. © 2007 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-36348987259
Randall J.; Engelhard Jr. G.,"Randall, Jennifer (23996208700); Engelhard Jr., George (7003970969)",23996208700; 7003970969,Examining teacher grades using rasch measurement theory,2009,Journal of Educational Measurement,46,1,,1,18,17,29,10.1111/j.1745-3984.2009.01066.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349153033&doi=10.1111%2fj.1745-3984.2009.01066.x&partnerID=40&md5=2c48a071a0db547834b888e5dd0cb4e6,"In this study, we present an approach to questionnaire design within educational research based on Guttman's mapping sentences and Many-Facet Rasch Measurement Theory. We designed a 54-item questionnaire using Guttman's mapping sentences to examine the grading practices of teachers. Each item in the questionnaire represented a unique student scenario that was graded by teachers. Three focus groups of elementary (N = 5), middle (N = 4), and high school (N = 2) teachers examined the scenarios for clarity, comprehensiveness, and ease of understanding. Based on the suggestions of the focus groups, the revised questionnaires were completed by 516 public school teachers located in a major metropolitan county in the Southeast. The grades assigned by the teachers to the scenarios were analyzed using the FACETS computer program. The results of the analyses suggest that teachers primarily assign grades on the basis of student achievement as expected, although for some teachers other facets (ability, behavior, and effort) may play a role in final grade assignment. © 2009 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-61349153033
